,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.58,0.96,0.6,0.47,0.87
open-data-kit.csv,0.55,0.5,0.45,0.53,0.67
qtractor.csv,0.5,0.46,0.88,0.69,0.82
quarkplayer.csv,0.0,0.91,0.92,0.93,0.62
turbotrader-bos.csv,0.61,0.61,0.77,0.61,0.7
