,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.61,0.48,0.62,0.52,0.25
open-data-kit.csv,0.61,0.6,0.01,0.55,0.67
qtractor.csv,0.0,0.66,0.74,0.61,0.76
quarkplayer.csv,1.0,0.0,0.98,0.98,0.96
turbotrader-bos.csv,0.61,0.76,0.73,0.03,0.63
