,qtractor.csv,quarkplayer.csv,open-data-kit.csv,turbotrader-bos.csv,ng4j.csv
ng4j.csv,0.66,0.31,0.56,0.54,0.86
open-data-kit.csv,0.54,0.16,0.99,0.52,0.36
qtractor.csv,1.0,0.13,0.4,0.49,0.32
quarkplayer.csv,0.0,1.0,0.07,0.04,0.17
turbotrader-bos.csv,0.66,0.1,0.42,0.99,0.39
