,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,0.67,0.19,0.27,0.16,0.58,0.44,0.17,0.25,0.42,0.09,0.19,0.86,0.79,0.14,0.53,0.69,0.11,0.38
arm-webradio.csv,0.67,0.26,0.32,0.14,0.61,0.4,0.5,0.5,0.47,0.08,0.14,0.86,0.58,0.03,0.52,0.72,0.1,0.66
bwapi.csv,0.62,0.13,0.12,0.1,0.54,0.38,0.29,0.06,0.4,0.11,0.21,0.82,0.59,0.05,0.61,0.94,0.1,0.15
co-ode-owl-plugins.csv,0.67,0.23,0.22,0.14,0.65,0.5,0.71,0.62,0.47,0.09,0.17,0.9,0.49,0.05,0.64,0.76,0.07,0.68
firebreath.csv,0.84,0.17,0.19,0.17,0.69,0.58,0.62,0.1,0.47,0.15,0.09,0.93,0.61,0.18,0.83,0.65,0.09,0.25
frogatto.csv,0.81,0.18,0.15,0.19,0.65,0.49,0.35,0.1,0.52,0.21,0.24,0.88,0.65,0.05,0.77,0.56,0.17,0.31
gretl.csv,0.71,0.21,0.19,0.21,0.55,0.39,0.26,0.25,0.41,0.12,0.2,0.89,0.63,0.1,0.53,0.77,0.08,0.47
jasperreports.csv,0.6,0.09,0.12,0.09,0.46,0.4,0.27,0.06,0.18,0.17,0.23,0.84,0.65,0.29,0.4,0.93,0.05,0.01
konversation.csv,0.76,0.28,0.32,0.18,0.89,0.57,0.2,0.19,0.33,0.1,0.26,0.9,0.56,0.14,0.67,0.85,0.06,0.35
linuxsh.csv,0.74,0.37,0.2,0.23,0.65,0.4,0.0,0.3,0.42,0.1,0.0,0.91,0.64,0.04,0.65,0.7,0.0,0.75
moviesandbox.csv,0.64,0.3,0.22,0.16,0.68,0.4,0.2,0.29,0.53,0.12,0.33,0.88,0.54,0.07,0.64,0.64,0.08,0.3
ontomorphtab.csv,0.86,0.17,0.19,0.17,0.62,0.51,0.33,0.07,0.43,0.17,0.19,0.91,0.63,0.15,0.66,0.72,0.11,0.25
opengs.csv,0.8,0.18,0.29,0.25,0.67,0.44,1.0,1.0,0.66,0.14,0.0,0.92,0.61,0.08,0.61,0.76,0.16,0.87
scite-ru.csv,0.67,0.22,0.15,0.16,0.57,0.41,0.47,0.17,0.45,0.11,0.22,0.89,0.61,0.05,0.56,0.78,0.11,0.3
tokratan.csv,0.76,0.21,0.27,0.26,0.67,0.43,1.0,0.17,0.89,0.24,0.19,0.89,0.64,0.08,0.88,0.94,0.27,0.22
vrjuggler.csv,0.74,0.0,0.11,0.1,0.25,0.0,0.33,0.73,0.0,0.0,0.32,0.89,0.8,0.0,0.45,0.7,0.0,0.56
wxcode.csv,0.91,0.0,0.3,0.23,0.6,0.53,0.45,0.2,0.0,0.45,0.22,0.93,0.66,0.18,1.0,1.0,0.33,0.02
xuggle.csv,0.77,0.18,0.22,0.3,0.62,0.45,0.42,0.12,0.55,0.21,0.12,0.87,0.66,0.05,0.64,0.78,0.21,0.38
