,recall,precision,pf,pci_20,ifa,wins
alleg.csv,0.6,0.325,0.41000000000000003,0.495,2.5,6
arm-webradio.csv,0.485,0.485,0.33999999999999997,0.66,2.0,15
bwapi.csv,0.86,0.25,0.925,0.46499999999999997,3.0,1
co-ode-owl-plugins.csv,0.6799999999999999,0.495,0.41000000000000003,0.585,1.5,16
firebreath.csv,0.69,0.36,0.42,0.51,2.0,9
frogatto.csv,0.69,0.32999999999999996,0.455,0.385,2.0,4
gretl.csv,0.615,0.325,0.47,0.49,5.5,2
jasperreports.csv,0.43,0.25,0.645,0.555,6.0,0
konversation.csv,0.33999999999999997,0.325,0.23,0.7,3.0,8
linuxsh.csv,0.33999999999999997,0.385,0.18,0.7,3.0,13
moviesandbox.csv,0.545,0.315,0.39,0.66,2.0,11
ontomorphtab.csv,0.75,0.29000000000000004,0.48,0.43,3.0,3
opengs.csv,0.475,0.61,0.28,0.615,1.0,17
scite-ru.csv,0.91,0.355,0.76,0.435,2.0,5
tokratan.csv,0.535,0.35,0.24,0.5700000000000001,0.0,14
vrjuggler.csv,0.07,0.28500000000000003,0.07,0.815,4.5,7
wxcode.csv,0.28500000000000003,0.39,0.175,0.665,3.0,10
xuggle.csv,0.74,0.4,0.435,0.455,1.0,12
