,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,2.0,2.0,9.0,56.0,2.0,9.0,8.0,2.0,3.0,35.0,4.0,0.0,1.0,86.0,2.0,0.0,28.0,0.0
arm-webradio.csv,5.0,2.0,11.0,17.0,2.0,2.0,0.0,1.0,0.0,50.0,1.0,0.0,0.0,178.0,0.0,0.0,17.0,2.0
bwapi.csv,1.0,11.0,20.0,115.0,0.0,3.0,9.0,12.0,2.0,22.0,14.0,2.0,2.0,182.0,2.0,1.0,3.0,2.0
co-ode-owl-plugins.csv,6.0,3.0,22.0,64.0,1.0,0.0,0.0,1.0,1.0,19.0,3.0,0.0,0.0,351.0,0.0,0.0,24.0,2.0
firebreath.csv,0.0,4.0,12.0,22.0,0.0,0.0,2.0,5.0,2.0,18.0,7.0,0.0,0.0,61.0,1.0,0.0,20.0,0.0
frogatto.csv,0.0,12.0,5.0,11.0,0.0,0.0,0.0,4.0,0.0,6.0,9.0,0.0,0.0,178.0,0.0,4.0,0.0,10.0
gretl.csv,1.0,10.0,16.0,54.0,2.0,5.0,6.0,5.0,6.0,21.0,8.0,1.0,1.0,40.0,2.0,1.0,1.0,7.0
jasperreports.csv,0.0,18.0,20.0,108.0,2.0,3.0,9.0,13.0,2.0,2.0,11.0,2.0,1.0,17.0,2.0,0.0,57.0,72.0
konversation.csv,0.0,3.0,4.0,44.0,0.0,1.0,9.0,3.0,1.0,11.0,5.0,1.0,2.0,15.0,1.0,0.0,28.0,8.0
linuxsh.csv,0.0,0.0,6.0,11.0,0.0,4.0,72.0,4.0,2.0,13.0,74.0,0.0,0.0,22.0,2.0,0.0,82.0,2.0
moviesandbox.csv,1.0,3.0,5.0,61.0,0.0,3.0,8.0,9.0,2.0,14.0,0.0,0.0,0.0,99.0,0.0,0.0,2.0,1.0
ontomorphtab.csv,0.0,3.0,2.0,61.0,1.0,3.0,4.0,30.0,2.0,13.0,6.0,1.0,0.0,79.0,4.0,1.0,27.0,0.0
opengs.csv,2.0,4.0,7.0,14.0,0.0,1.0,0.0,0.0,3.0,34.0,74.0,0.0,0.0,26.0,0.0,1.0,0.0,0.0
scite-ru.csv,1.0,1.0,28.0,39.0,1.0,3.0,0.0,10.0,2.0,22.0,8.0,0.0,0.0,182.0,1.0,1.0,2.0,5.0
tokratan.csv,2.0,1.0,15.0,7.0,0.0,4.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0
vrjuggler.csv,3.0,65.0,7.0,9.0,1.0,155.0,2.0,0.0,130.0,138.0,6.0,1.0,0.0,502.0,1.0,1.0,82.0,2.0
wxcode.csv,0.0,65.0,10.0,8.0,3.0,0.0,1.0,3.0,130.0,3.0,3.0,0.0,1.0,14.0,0.0,0.0,0.0,26.0
xuggle.csv,2.0,0.0,20.0,10.0,1.0,0.0,0.0,0.0,3.0,5.0,9.0,3.0,1.0,396.0,0.0,0.0,0.0,1.0
