,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,0.79,0.64,0.53,0.57,0.75,0.73,0.89,0.54,0.9,0.79,0.78,0.61,0.41,0.34,0.88,0.99,0.62,0.53
arm-webradio.csv,0.69,0.49,0.52,0.62,0.67,0.77,0.86,0.31,0.75,0.87,0.94,0.71,0.78,0.85,0.8,1.01,0.76,0.18
bwapi.csv,0.96,0.91,0.94,0.97,0.73,0.97,1.0,1.16,0.75,0.73,1.0,0.91,0.96,0.99,0.73,0.31,0.82,1.06
co-ode-owl-plugins.csv,0.65,0.55,0.5,0.65,0.57,0.54,0.76,0.29,0.74,0.95,0.94,0.64,0.86,0.87,0.52,0.93,0.8,0.17
firebreath.csv,0.56,0.96,0.52,0.52,0.5,0.43,0.76,0.88,0.71,0.56,0.94,0.41,0.77,0.25,0.59,0.88,0.77,0.86
frogatto.csv,0.4,0.67,0.68,0.48,0.56,0.56,0.63,0.98,0.54,0.41,0.88,0.55,0.69,0.99,0.4,1.02,0.45,0.63
gretl.csv,0.57,0.61,0.5,0.49,0.97,0.71,0.76,0.52,0.71,0.92,0.8,0.5,0.68,0.47,0.94,0.97,0.77,0.47
jasperreports.csv,0.74,0.91,0.94,0.89,0.84,0.83,1.0,1.17,1.04,0.81,0.9,0.7,0.69,0.13,0.86,0.89,0.95,1.25
konversation.csv,0.66,0.59,0.33,0.63,0.64,0.51,0.87,0.76,0.89,0.78,0.73,0.64,0.79,0.39,0.74,0.91,0.82,0.81
linuxsh.csv,0.59,0.32,0.76,0.89,0.57,0.85,1.0,0.43,0.96,0.78,1.0,0.86,0.83,0.96,0.53,0.92,1.02,0.57
moviesandbox.csv,0.82,0.52,0.44,0.58,0.51,0.72,0.92,0.47,0.52,0.76,0.94,0.81,0.83,0.59,0.62,0.9,0.75,0.77
ontomorphtab.csv,0.37,0.91,0.53,0.53,0.67,0.52,0.63,1.03,0.75,0.52,0.76,0.46,0.78,0.3,0.51,0.84,0.62,0.86
opengs.csv,0.67,0.68,0.4,0.4,0.53,0.63,0.9,0.83,0.36,0.61,1.0,0.69,0.74,0.64,0.6,0.76,0.46,0.63
scite-ru.csv,0.77,0.73,0.61,0.56,0.86,0.74,0.64,0.88,0.83,0.99,0.79,0.54,0.72,1.0,0.82,1.0,0.76,0.81
tokratan.csv,0.66,0.62,0.47,0.48,0.52,0.72,0.95,0.9,0.69,0.46,0.76,0.5,0.68,0.57,0.81,0.87,0.25,0.84
vrjuggler.csv,0.65,1.0,0.92,0.98,0.98,1.0,0.86,0.39,1.0,1.0,0.49,0.95,0.91,1.11,0.89,0.88,1.0,0.72
wxcode.csv,0.72,1.02,0.45,0.61,0.76,0.73,0.61,0.95,1.0,0.67,0.79,0.65,0.7,0.24,0.92,0.91,0.18,1.1
xuggle.csv,0.57,0.77,0.5,0.32,0.64,0.61,0.51,0.82,0.5,0.42,0.89,0.6,0.66,0.97,0.52,0.81,0.34,0.51
