,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,0.34,0.3,0.35,0.25,0.66,0.37,0.18,0.39,0.59,0.16,0.23,0.77,0.77,0.23,0.67,0.63,0.18,0.47
arm-webradio.csv,0.5,0.4,0.39,0.22,0.68,0.33,0.22,0.59,0.63,0.13,0.09,0.49,0.39,0.06,0.61,0.71,0.14,0.78
bwapi.csv,0.74,0.22,0.22,0.19,0.51,0.54,0.45,0.11,0.37,0.19,0.35,0.84,0.7,0.1,0.41,0.82,0.18,0.23
co-ode-owl-plugins.csv,0.58,0.34,0.32,0.24,0.73,0.56,0.36,0.67,0.63,0.17,0.09,0.54,0.32,0.1,0.72,0.8,0.11,0.8
firebreath.csv,0.59,0.29,0.3,0.27,0.74,0.64,0.34,0.13,0.61,0.25,0.1,0.79,0.65,0.3,0.56,0.4,0.13,0.38
frogatto.csv,0.76,0.29,0.26,0.3,0.64,0.54,0.49,0.16,0.59,0.34,0.38,0.76,0.69,0.1,0.72,0.35,0.29,0.4
gretl.csv,0.67,0.31,0.3,0.31,0.7,0.45,0.32,0.37,0.47,0.21,0.22,0.79,0.55,0.18,0.69,0.84,0.13,0.52
jasperreports.csv,0.5,0.14,0.22,0.16,0.43,0.54,0.41,0.11,0.19,0.18,0.38,0.77,0.67,0.45,0.36,0.2,0.09,0.02
konversation.csv,0.5,0.34,0.45,0.25,0.52,0.57,0.2,0.23,0.19,0.18,0.29,0.55,0.41,0.23,0.39,0.16,0.1,0.25
linuxsh.csv,0.59,0.53,0.22,0.15,0.67,0.24,0.0,0.43,0.59,0.18,0.0,0.25,0.28,0.04,0.63,0.59,0.0,0.55
moviesandbox.csv,0.73,0.39,0.35,0.25,0.7,0.5,0.13,0.4,0.62,0.21,0.11,0.33,0.32,0.12,0.52,0.38,0.13,0.28
ontomorphtab.csv,0.76,0.28,0.31,0.28,0.72,0.62,0.42,0.11,0.55,0.28,0.26,0.76,0.7,0.26,0.65,0.32,0.18,0.37
opengs.csv,0.48,0.27,0.4,0.36,0.67,0.48,0.17,0.29,0.71,0.22,0.0,0.47,0.44,0.13,0.57,0.45,0.26,0.52
scite-ru.csv,0.77,0.35,0.25,0.28,0.7,0.54,0.42,0.28,0.62,0.2,0.35,0.72,0.56,0.1,0.7,0.87,0.19,0.46
tokratan.csv,0.5,0.3,0.37,0.36,0.69,0.38,0.09,0.13,0.47,0.35,0.26,0.79,0.58,0.15,0.32,0.23,0.42,0.31
vrjuggler.csv,0.52,0.0,0.1,0.04,0.04,0.0,0.2,0.67,0.0,0.0,0.45,0.1,0.16,0.0,0.51,0.25,0.0,0.38
wxcode.csv,0.43,0.0,0.4,0.3,0.37,0.37,0.44,0.09,0.0,0.38,0.24,0.52,0.48,0.3,0.15,0.16,0.5,0.02
xuggle.csv,0.6,0.3,0.32,0.43,0.69,0.51,0.5,0.17,0.67,0.35,0.15,0.73,0.69,0.09,0.69,0.78,0.35,0.48
