,f1,g,recall,precision,pf,wins
dxengine.csv,0.32,0.435,0.435,0.395,0.4,3
freedom-erp.csv,0.23,0.21000000000000002,0.18,0.44,0.125,2
javaprofiler.csv,0.52,0.51,0.5800000000000001,0.435,0.53,7
jmoney.csv,0.525,0.525,0.56,0.53,0.375,10
jsidplay2.csv,0.43,0.315,0.535,0.51,0.385,6
reaper3d.csv,0.39,0.44,0.425,0.415,0.38,5
servicestack.csv,0.13,0.09,0.07,0.57,0.045,0
springside.csv,0.51,0.53,0.56,0.425,0.45,8
swtfox.csv,0.41500000000000004,0.41000000000000003,0.39,0.49,0.43000000000000005,4
synecdoche.csv,0.5249999999999999,0.58,0.6799999999999999,0.51,0.385,11
tmva.csv,0.61,0.52,0.815,0.485,0.74,9
wsmt.csv,0.21000000000000002,0.19,0.16,0.45,0.105,1
