,recall,precision,pf,pci_20,ifa,wins
dxengine.csv,0.435,0.395,0.4,0.66,2.0,1
freedom-erp.csv,0.18,0.44,0.125,0.485,0.5,6
javaprofiler.csv,0.5800000000000001,0.435,0.53,0.5,1.0,3
jmoney.csv,0.56,0.53,0.375,0.385,0.0,8
jsidplay2.csv,0.535,0.51,0.385,0.55,1.0,7
reaper3d.csv,0.425,0.415,0.38,0.5549999999999999,1.5,2
servicestack.csv,0.07,0.57,0.045,0.775,1.0,11
springside.csv,0.56,0.425,0.45,0.43,3.0,0
swtfox.csv,0.39,0.49,0.43000000000000005,0.69,3.0,4
synecdoche.csv,0.6799999999999999,0.51,0.385,0.435,0.0,10
tmva.csv,0.815,0.485,0.74,0.405,1.0,5
wsmt.csv,0.16,0.45,0.105,0.775,1.0,9
