,jmoney.csv,dxengine.csv,jsidplay2.csv,springside.csv,swtfox.csv,tmva.csv,freedom-erp.csv,reaper3d.csv,servicestack.csv,wsmt.csv,synecdoche.csv,javaprofiler.csv
dxengine.csv,0.92,0.5,0.69,0.8,0.64,0.96,0.0,0.49,0.68,0.41,0.85,0.59
freedom-erp.csv,0.47,0.94,0.67,0.0,0.54,0.96,0.34,0.0,0.5,0.53,0.36,0.0
javaprofiler.csv,0.44,0.5,0.59,0.52,0.49,0.48,0.31,0.6,0.75,0.5,0.41,0.55
jmoney.csv,0.45,0.37,0.33,0.5,0.35,0.39,0.47,0.38,0.5,0.37,0.33,0.6
jsidplay2.csv,0.41,0.91,0.39,0.85,0.39,0.98,0.31,0.82,0.47,0.53,0.91,0.57
reaper3d.csv,0.59,0.52,0.47,0.77,0.67,0.96,0.38,0.52,0.74,0.46,0.36,0.71
servicestack.csv,0.75,0.5,0.0,0.89,0.91,0.91,0.67,0.89,0.57,0.86,0.5,0.8
springside.csv,0.44,0.42,0.46,0.46,0.41,0.44,0.41,0.37,0.39,0.48,0.35,0.88
swtfox.csv,0.76,0.55,0.74,0.7,0.82,0.66,0.92,0.57,0.93,0.68,0.5,0.62
synecdoche.csv,0.36,0.42,0.4,0.89,0.38,0.52,0.32,0.5,0.45,0.39,0.57,0.65
tmva.csv,0.36,0.47,0.36,0.42,0.37,0.49,0.31,0.46,0.4,0.4,0.41,0.41
wsmt.csv,0.92,0.92,0.75,0.94,0.9,0.89,0.8,0.0,0.5,0.62,0.75,0.63
