,brlcad.csv,xmemcached.csv,fceugc.csv,jaolt.csv,kmess.csv,google-gears.csv,ftm.csv,jcache.csv
brlcad.csv,0.95,0.27,0.09,0.51,0.45,0.29,0.24,0.26
fceugc.csv,0.56,0.26,1.0,0.34,0.57,0.4,0.44,0.4
ftm.csv,0.23,0.26,0.54,0.31,0.57,0.51,0.96,0.51
google-gears.csv,0.32,0.51,0.67,0.5,0.57,0.98,0.48,0.46
jaolt.csv,0.41,0.74,0.71,0.99,0.58,0.64,0.74,0.74
jcache.csv,0.0,0.6,0.06,0.05,0.06,0.0,0.02,1.0
kmess.csv,0.41,0.37,0.54,0.64,0.98,0.47,0.29,0.45
xmemcached.csv,0.4,0.97,0.68,0.51,0.53,0.51,0.61,0.25
