,recall,precision,pf,wins
abbot.csv,0.82,0.42,0.71,173
acdk.csv,0.45,0.52,0.25,592
acegisecurity.csv,0.64,0.44,0.48,364
adaptagrams.csv,0.41,0.5,0.22,588
adobe-source.csv,0.5,0.46499999999999997,0.37,440
adonthell.csv,0.52,0.39,0.47,247
agilitybook.csv,0.42,0.4,0.39,278
aime.csv,0.31,0.35,0.28,301
alembik.csv,0.27,0.55,0.13,610
algebsql.csv,0.39,0.34,0.51,92
all-plasm.csv,0.33,0.42,0.3,373
alleg.csv,0.5,0.4,0.42,292
alpine.csv,0.74,0.41,0.61,223
alsa.csv,0.68,0.45,0.51,360
amanda.csv,0.55,0.45,0.43,380
amateur-scrolls.csv,0.2,0.33,0.15,389
amygdala.csv,0.4,0.4,0.36,309
anaxagora.csv,0.63,0.425,0.48,334
apertium.csv,0.35,0.405,0.29,383
apolloplayer.csv,0.58,0.42,0.44,354
applet2app.csv,0.6,0.5,0.36,545
arcallians.csv,0.67,0.45,0.51,353
archive-crawler.csv,0.43,0.42,0.36,363
ardour.csv,0.505,0.51,0.3,570
arianne.csv,0.95,0.385,0.93,31
arm-webradio.csv,0.41,0.41,0.38,297
array4j.csv,0.585,0.355,0.625,91
arsenal-1.csv,0.25,0.48,0.18,539
atlc.csv,0.69,0.39,0.68,107
atomsite.csv,0.72,0.42,0.64,195
atunes.csv,0.61,0.43,0.48,326
auber.csv,0.8,0.41,0.72,135
aubit4gl.csv,0.14,0.4,0.13,455
aufs.csv,0.27,0.33,0.265,274
autat.csv,0.29,0.48,0.17,567
autofac.csv,0.58,0.44,0.44,375
autoopencas.csv,0.29,0.275,0.45,64
autowikibrowser.csv,0.67,0.455,0.48,394
avifile.csv,0.45,0.36,0.5,144
avisynth2.csv,0.02,0.3,0.02,411
awemud.csv,0.58,0.46,0.39,467
aztec.csv,0.37,0.5,0.21,583
azureus.csv,0.86,0.4,0.81,84
baadengine.csv,0.89,0.42,0.77,138
bacnet.csv,0.46,0.45,0.34,435
bacula.csv,0.74,0.42,0.6,249
badtrinity-zero.csv,0.44,0.44,0.33,424
badtrinitycore.csv,0.34,0.44,0.25,472
barracudamvc.csv,0.93,0.36,0.97,1
bdbbasic.csv,0.46,0.41,0.37,358
beast-mcmc.csv,0.74,0.45,0.57,310
benojt.csv,1.0,0.38,1.0,5
betoffice.csv,0.71,0.33,0.83,2
bibedt.csv,0.55,0.445,0.4,410
biodwh.csv,0.31,0.515,0.16,599
bionote.csv,0.35,0.51,0.19,596
biopax.csv,1.0,0.39,1.0,12
bl-toolkit.csv,0.69,0.38,0.71,83
blogentis.csv,0.52,0.365,0.64,62
bloodycore.csv,0.21,0.4,0.18,428
blue-c.csv,0.77,0.425,0.64,215
bnetd.csv,0.77,0.4,0.69,142
bochs.csv,0.72,0.39,0.62,189
boost-sandbox.csv,0.56,0.37,0.55,164
boost.csv,0.62,0.46,0.44,417
botsnscouts.csv,0.64,0.47,0.43,462
brlcad.csv,0.28,0.47,0.185,541
bscwweasel.csv,0.27,0.48,0.17,552
buddata-ebxml-registry.csv,0.97,0.38,0.94,30
bullet.csv,0.61,0.39,0.57,182
bulmages.csv,0.17,0.33,0.12,409
bwapi.csv,0.95,0.375,0.96,14
calcubetimer.csv,0.725,0.4,0.615,206
capcode.csv,0.58,0.39,0.58,157
cascading.csv,0.7,0.43,0.54,298
chaosrts.csv,0.54,0.42,0.42,354
chaperon.csv,0.4,0.36,0.44,186
checker-framework.csv,0.86,0.39,0.81,79
chipster.csv,0.15,0.38,0.12,452
chrysalis.csv,0.49,0.5,0.29,563
cities3d.csv,0.27,0.38,0.2,418
clamav.csv,0.74,0.41,0.6,239
cleartk.csv,0.74,0.4,0.65,179
cme.csv,0.0,0.0,0.0,143
co-ode-owl-plugins.csv,0.5,0.41,0.47,252
codeblocks.csv,0.64,0.46,0.42,467
codesmith.csv,0.64,0.38,0.65,106
columba.csv,0.65,0.45,0.45,412
continuum-ide.csv,0.18,0.415,0.16,457
cornerstone.csv,0.275,0.54,0.13,609
cortex-vfx.csv,0.395,0.51,0.235,579
crisscross.csv,0.93,0.38,0.9,39
critterding.csv,0.88,0.385,0.85,57
crux-framework.csv,0.26,0.42,0.23,414
ctrlr.csv,0.22,0.28,0.34,124
cubefs.csv,0.55,0.4,0.5,233
cuberok.csv,0.56,0.43,0.46,318
customsagetv.csv,0.14,0.5,0.09,586
customwars.csv,0.52,0.49,0.33,529
dataobjectsdotnet.csv,0.64,0.405,0.54,249
decidr.csv,0.87,0.39,0.81,81
delphilhlplib.csv,0.67,0.44,0.52,323
dspace-gsoc.csv,0.71,0.445,0.56,294
dsworkbench.csv,0.08,0.33,0.07,413
dvd-create.csv,0.74,0.42,0.61,235
dvt.csv,0.31,0.43,0.24,453
dxengine.csv,0.34,0.38,0.31,316
dynalloy.csv,0.64,0.39,0.605,167
e-bio-flow.csv,0.32,0.475,0.19,554
echongl.csv,0.5,0.42,0.42,322
elateportal.csv,0.58,0.4,0.5,255
electric-core.csv,0.77,0.44,0.6,276
elmo.csv,0.29,0.44,0.23,465
elvishrayrenderer.csv,0.35,0.38,0.33,291
emeraldemu.csv,0.44,0.49,0.31,505
emftriple.csv,0.14,0.27,0.23,198
emisview.csv,0.2,0.43,0.12,532
emono.csv,0.69,0.4,0.68,112
empserver.csv,0.755,0.395,0.68,140
empyrean.csv,0.0,0.0,0.0,143
emulemorph.csv,0.02,0.2,0.01,317
encog-cs.csv,0.79,0.37,0.8,53
encog-java.csv,0.08,0.4,0.05,518
enlightenment.csv,1.0,0.385,1.0,11
enzo.csv,0.94,0.38,0.92,32
esmf.csv,0.68,0.425,0.57,256
etherboot.csv,0.47,0.17,0.28500000000000003,217
etics.csv,0.41,0.54,0.21,605
exist.csv,0.94,0.395,0.91,45
exl.csv,0.5,0.41,0.45,267
exordium.csv,0.64,0.46499999999999997,0.445,432
extprosys.csv,0.78,0.38,0.75,89
factor.csv,0.15,0.44,0.09,544
fbmanager.csv,0.005,0.01,0.0,156
fceugc.csv,0.4,0.38,0.395,254
ffigo.csv,0.2,0.38,0.18,402
fido.csv,0.0,0.0,0.0,143
firebird.csv,0.835,0.44,0.685,213
firebreath.csv,0.57,0.48,0.38,489
flexpay.csv,0.435,0.38,0.405,261
fltk.csv,0.615,0.44,0.48,342
fluent-nhibernate.csv,0.33,0.5,0.2,571
fluidium.csv,0.02,0.135,0.02,247
flylegacy.csv,0.57,0.43,0.42,384
flylinkdc.csv,0.83,0.395,0.75,108
fm-classic.csv,0.1,0.45,0.07,547
fontforge.csv,0.92,0.4,0.84,84
forester-atv.csv,0.17,0.415,0.125,491
foursquared.csv,0.14,0.4,0.09,501
freebios.csv,0.45,0.35,0.51,125
freedom-erp.csv,0.13,0.35,0.1,428
freelords.csv,0.77,0.42,0.63,226
freenet.csv,0.875,0.38,0.87,40
freewrl.csv,0.75,0.405,0.64,199
fritzing.csv,0.56,0.48,0.36,509
frogatto.csv,0.83,0.415,0.7,184
ftm.csv,0.25,0.6,0.1,615
fulguro.csv,0.53,0.33,0.555,105
fw4spl.csv,0.46,0.45,0.35,419
gabel.csv,0.35,0.55,0.18,606
galaxium.csv,0.6,0.49,0.39,504
gamestone.csv,0.18,0.36,0.19,357
gbif-indexingtoolkit.csv,0.38,0.37,0.4,218
gbif-providertoolkit.csv,0.33,0.41,0.255,416
gdis.csv,0.61,0.42,0.51,271
gebr.csv,0.96,0.39,0.91,47
genecys.csv,0.61,0.38,0.62,116
genoviz.csv,0.1,0.62,0.03,617
geochat.csv,0.41,0.375,0.42,216
geogebra.csv,0.5,0.5,0.29,569
geotools.csv,0.78,0.41,0.68,176
gisgraphy.csv,0.28,0.43,0.2,485
glas.csv,0.65,0.45,0.46,404
gnukeda.csv,0.56,0.39,0.54,190
gnupdate.csv,0.5,0.42,0.43,302
go.csv,0.74,0.44,0.56,312
gogoego.csv,0.71,0.42,0.54,293
google-caja.csv,0.8,0.44,0.605,287
google-collections.csv,1.0,0.38,1.0,5
google-web-toolkit.csv,0.56,0.47,0.39,462
gpac.csv,0.63,0.38,0.65,101
gpsmid.csv,0.73,0.38,0.74,77
grafx2.csv,0.52,0.46,0.38,434
graphmak.csv,0.5,0.4,0.445,266
gretl.csv,0.69,0.45,0.53,335
grisbi.csv,0.92,0.38,0.88,50
growl-for-windows.csv,0.29,0.27,0.11499999999999999,430
gstreamer.csv,0.765,0.4,0.705,126
gtad.csv,0.31,0.57,0.13,614
guineu.csv,0.35,0.34,0.445,131
gusanos.csv,0.47,0.475,0.3,524
gwanted.csv,0.39,0.48,0.23,553
gzigzag.csv,0.37,0.54,0.18,607
h2database.csv,0.29,0.57,0.135,612
haggle.csv,0.28,0.43,0.19,493
hannosset.csv,0.17,0.33,0.2,290
haphazard.csv,0.42,0.38,0.415,243
hatari.csv,0.76,0.4,0.68,154
hazelcast.csv,0.7,0.44,0.51,365
heekscad.csv,0.64,0.45,0.475,380
htmlunit.csv,0.52,0.5,0.29,578
httpcontentparser.csv,0.54,0.4,0.46,269
hydrate.csv,0.22,0.41,0.165,473
hydrogen.csv,1.0,0.38,1.0,5
iaml.csv,0.29,0.41,0.255,392
ibatisdb.csv,0.25,0.43,0.2,469
ifmo-game-1.csv,0.14,0.395,0.11,477
igarden.csv,0.42,0.51,0.25,577
ikvm.csv,0.52,0.34,0.61,71
ildjit.csv,0.2,0.33,0.25,260
img-browse-sort.csv,0.58,0.485,0.39,488
impala.csv,0.4,0.36,0.4,222
ingex.csv,0.62,0.38,0.6,146
inkscape.csv,0.81,0.41,0.75,109
intact.csv,0.49,0.42,0.41,331
ipfire-wall.csv,0.38,0.46,0.28,478
irplus.csv,0.47,0.52,0.27,587
irrlicht.csv,1.0,0.35,1.0,0
itext.csv,0.83,0.44,0.68,220
ivatamasks.csv,0.93,0.39,0.86,65
ivataopenportal.csv,0.91,0.4,0.84,80
ivef-sdk.csv,0.49,0.29,0.54,82
jahshaka.csv,0.57,0.47,0.41,438
jahshakafx.csv,0.54,0.5,0.32,556
jajuk.csv,0.88,0.41,0.75,145
jam-daq.csv,0.17,0.5,0.1,588
jaolt.csv,0.69,0.44,0.555,283
japano.csv,0.7,0.35,0.8,17
jaql.csv,0.35,0.51,0.19,596
jasperreports.csv,0.76,0.39,0.73,98
jatlas.csv,0.33,0.41,0.35,284
java-gnome.csv,0.35,0.4,0.33,321
javagroups.csv,0.55,0.38,0.58,128
javaprofiler.csv,0.8,0.4,0.705,142
jaxen.csv,0.72,0.37,0.73,75
jaxlib.csv,0.36,0.435,0.27,450
jbasic.csv,0.75,0.4,0.66,172
jbpm.csv,0.01,0.055,0.0,200
jcache.csv,0.74,0.43,0.585,268
jcae.csv,0.28500000000000003,0.5,0.15,594
jedit.csv,0.87,0.41,0.775,114
jfreereport.csv,0.23,0.51,0.13,595
jgameai.csv,0.31,0.33,0.4,154
jgnash.csv,0.61,0.43,0.45,371
jgossipforum.csv,0.36,0.46,0.24,513
jguard.csv,0.885,0.37,0.9,21
jhotdraw.csv,0.41,0.33,0.46499999999999997,137
jicarilla.csv,0.01,0.055,0.03,167
jitterbit.csv,0.67,0.46,0.5,378
jlinalg.csv,0.64,0.38,0.64,111
jmol.csv,0.86,0.39,0.82,70
jmoney.csv,0.58,0.46,0.38,478
jmonkeyengine.csv,0.62,0.33,0.59,110
jmri.csv,0.49,0.46,0.33,484
jmule.csv,0.74,0.45,0.55,343
jnode.csv,0.11,0.33,0.1,397
joustsim.csv,0.76,0.41,0.67,176
jparsec.csv,0.8,0.42,0.68,195
jpaul.csv,0.06,0.215,0.03,337
jppf-project.csv,0.58,0.35,0.65,66
jrdf.csv,0.32,0.44,0.25,458
jrefactory.csv,0.55,0.42,0.45,311
jruby.csv,0.31,0.43,0.24,453
jsecurity.csv,0.32,0.47,0.21,536
jsidplay2.csv,0.57,0.37,0.56,156
jsr308-langtools.csv,0.76,0.385,0.65,175
jvcl.csv,0.21,0.6,0.08,615
jython.csv,0.28,0.385,0.3,288
k3b.csv,0.86,0.4,0.78,102
k3d.csv,0.18,0.39,0.16,423
kaffeine.csv,0.83,0.43,0.66,240
kdenlive.csv,0.745,0.46,0.525,390
kftpgrabber.csv,0.34,0.48,0.2,562
kindb.csv,0.66,0.47,0.48,406
kmatplot.csv,0.4,0.43,0.28,461
kml.csv,0.96,0.395,0.93,37
knowledge.csv,0.79,0.42,0.67,203
konversation.csv,0.42,0.43,0.33,403
kowari.csv,0.545,0.39,0.55,171
ktc.csv,0.46,0.51,0.25,590
kvs.csv,0.27,0.38,0.28,307
kwave.csv,0.74,0.4,0.635,194
l2j.csv,0.58,0.44,0.45,364
lamp.csv,0.66,0.43,0.51,316
lazarus-ccr.csv,0.67,0.36,0.74,49
lcfizvtop.csv,0.6,0.43,0.43,388
ldview.csv,0.9,0.39,0.87,54
levent.csv,0.565,0.43,0.385,422
libarchive.csv,0.82,0.42,0.67,209
libmesh.csv,0.17,0.3,0.23,238
libopenmetaverse.csv,0.98,0.38,0.96,19
libtorrent.csv,0.86,0.4,0.79,94
liferea.csv,0.47,0.46,0.34,460
linux-ntfs.csv,0.63,0.41,0.55,229
linuxsh.csv,0.19,0.43,0.12,526
lite.csv,0.34,0.4,0.27,397
lmms.csv,0.5,0.485,0.31,538
lockss.csv,0.4,0.53,0.21,601
log4net.csv,0.24,0.43,0.185,482
logicmail.csv,1.0,0.38,1.0,5
loki-lib.csv,0.62,0.44,0.48,345
lphant.csv,0.56,0.47,0.36,495
lportal.csv,0.06,0.5,0.02,600
lsb.csv,0.67,0.44,0.53,306
ltp.csv,0.67,0.37,0.67,97
lufa-lib.csv,0.54,0.39,0.51,207
m-a-d-n-e-s-s.csv,0.22,0.51,0.12,598
m-m-m.csv,0.78,0.39,0.71,119
madman.csv,0.33,0.38,0.29,342
magicwars.csv,1.0,0.38,1.0,5
maidsafe-dht.csv,0.39,0.47,0.27,503
massiv.csv,0.04,0.33,0.03,446
matrex.csv,0.13,0.47,0.07,580
maya-work-in-progress.csv,0.88,0.41,0.74,167
mb-unit.csv,0.65,0.44,0.51,323
mbse.csv,0.59,0.44,0.475,332
mclient-mume.csv,0.38,0.38,0.31,349
mcmc-jags.csv,0.8,0.41,0.68,185
mcore3d.csv,0.57,0.46,0.375,478
mediate.csv,0.43,0.5,0.26,563
megameknet.csv,0.71,0.42,0.595,235
megasquirtavr.csv,0.655,0.37,0.72,59
metacosm.csv,0.41,0.44,0.31,431
mia.csv,0.24,0.45,0.18,501
micomt.csv,0.72,0.45,0.58,279
migen.csv,0.41,0.5,0.24,571
mimosa.csv,0.86,0.39,0.8,88
minig.csv,0.62,0.4,0.74,52
miranda-icq.csv,0.63,0.43,0.49,326
miranda.csv,0.305,0.45,0.2,521
moast.csv,0.55,0.36,0.51,191
mob-sen-plat.csv,0.81,0.425,0.65,233
mobicents.csv,0.71,0.42,0.595,235
modellus.csv,0.5,0.5,0.3,556
modplug.csv,0.91,0.395,0.85,67
monetdb.csv,0.39,0.5,0.23,571
motu.csv,0.62,0.45,0.45,397
moviesandbox.csv,0.51,0.415,0.43,305
moving-pictures.csv,0.405,0.455,0.27,497
mp-rechnungs-und-kundenverwaltung.csv,0.395,0.5,0.23,576
mpgravity.csv,0.86,0.41,0.74,145
mplayer-ce.csv,0.76,0.42,0.67,181
mpqc.csv,0.25,0.26,0.37,99
mptvseries.csv,0.36,0.54,0.19,603
mscore.csv,0.79,0.42,0.68,188
mule.csv,0.32,0.42,0.26,414
multitude.csv,0.8,0.425,0.68,202
mumble.csv,0.62,0.41,0.5,277
mvdsv.csv,0.05,0.4,0.03,525
mvnforum.csv,0.32,0.315,0.42,120
mycila.csv,0.83,0.37,0.835,44
myfaces.csv,0.55,0.5,0.32,564
n2cms.csv,0.63,0.46,0.44,426
nabu-library.csv,0.4,0.4,0.39,269
nassp.csv,0.21,0.48,0.13,567
nativeclient.csv,0.67,0.45,0.49,381
natpad.csv,0.48,0.46,0.35,451
neodatis-odb.csv,0.28,0.5,0.19,555
neoengine.csv,0.79,0.42,0.64,226
net-snmp.csv,0.64,0.4,0.58,202
netatalk.csv,0.8,0.4,0.73,117
ng4j.csv,0.69,0.44,0.51,356
nh3d.csv,1.0,0.375,1.0,4
nicepress.csv,0.62,0.42,0.49,304
nodal.csv,0.3,0.41,0.26,392
nosleepsoftware.csv,0.06,0.29,0.08,347
nova.csv,0.38,0.375,0.4,225
novembre.csv,0.43,0.47,0.28,519
ns-3-dev-def-routing.csv,0.55,0.44,0.43,370
ns-3.csv,0.595,0.42,0.485,289
nsis.csv,0.59,0.34,0.7,38
nug.csv,0.38,0.365,0.38,246
nullc.csv,0.74,0.425,0.62,224
nunit.csv,0.52,0.37,0.585,103
