,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,xinity.csv,gss.csv,linux-ntfs.csv,growl-for-windows.csv,nativeclient.csv,libarchive.csv
acdk.csv,0.4,0.2,0.06,0.04,0.04,0.18,0.71,0.27,1.0,0.08,0.47,0.16,0.78,0.37,0.46,0.2,0.69,0.47,0.29,0.35
amygdala.csv,0.54,0.03,0.31,0.07,0.01,0.13,0.42,0.45,0.17,0.83,0.35,0.74,0.17,0.37,0.2,0.4,0.65,0.36,0.03,0.0
awemud.csv,0.71,0.7,0.31,0.36,0.58,0.15,0.77,0.64,0.33,0.0,0.82,0.5,0.35,0.84,0.44,0.23,0.73,0.28,0.15,0.49
bullet.csv,0.68,0.47,0.44,0.56,0.12,0.69,0.62,0.45,0.5,0.0,0.24,0.84,0.86,0.29,0.39,0.8,0.35,0.36,0.38,0.41
customwars.csv,0.5,0.3,0.19,0.16,0.14,0.46,0.42,0.27,0.83,0.0,0.47,0.29,0.69,0.44,0.8,0.5,0.27,0.31,0.17,0.41
dvd-create.csv,0.53,0.86,0.5,0.58,0.78,0.69,0.92,0.73,1.0,0.0,0.88,0.71,0.74,0.67,0.56,0.9,0.85,0.89,0.52,0.65
gbif-indexingtoolkit.csv,0.91,0.66,0.56,0.93,0.91,0.27,0.83,0.45,0.5,0.0,0.71,0.53,0.76,0.39,0.44,0.7,0.62,0.64,0.78,0.84
go.csv,0.81,0.75,0.62,0.38,0.39,0.6,0.83,0.64,0.67,0.0,0.88,0.71,0.79,0.79,0.68,0.63,0.81,0.75,0.63,0.71
growl-for-windows.csv,0.67,0.0,0.25,0.0,0.01,0.0,0.83,0.45,0.0,0.0,0.94,0.84,0.0,0.19,0.44,0.8,0.12,0.69,0.0,0.12
gss.csv,0.83,0.85,0.81,0.73,0.82,0.85,0.69,0.73,1.0,0.0,0.88,0.71,0.86,0.79,0.98,0.67,0.62,0.64,0.52,0.71
kwave.csv,0.68,1.0,0.5,1.0,0.97,0.55,0.77,0.82,1.0,0.25,0.88,0.53,0.92,0.81,0.93,0.67,0.81,0.69,0.85,0.88
libarchive.csv,0.68,0.73,0.5,0.11,0.68,0.78,0.96,0.82,1.0,0.92,0.94,0.74,0.87,0.99,1.0,0.53,0.88,0.67,0.65,0.65
linux-ntfs.csv,0.62,0.61,0.56,0.73,0.69,0.7,0.44,0.55,0.33,0.08,0.71,0.66,0.82,0.6,0.59,0.87,0.77,0.56,0.52,0.59
lsb.csv,0.69,0.61,0.69,0.67,0.92,0.7,0.4,0.45,0.83,0.0,0.94,0.71,0.56,0.52,0.51,0.97,0.69,0.72,0.6,0.63
mpgravity.csv,0.94,0.73,0.5,0.89,0.86,0.72,0.98,1.0,0.0,0.67,1.0,0.95,0.0,0.99,0.88,0.97,0.96,0.89,0.78,0.92
nativeclient.csv,0.73,0.53,0.44,0.22,0.46,0.34,0.92,0.64,1.0,0.75,0.76,0.58,0.85,0.69,0.59,0.63,0.88,0.56,0.63,0.73
qcad2.csv,0.44,0.33,0.38,0.04,0.18,0.34,0.75,0.55,1.0,0.75,0.59,0.26,0.64,0.56,0.51,0.6,0.81,0.14,0.61,0.57
qtwin.csv,0.08,0.0,0.0,0.0,0.0,0.04,0.08,0.45,1.0,0.17,0.29,0.08,0.14,0.4,0.32,0.17,0.35,0.06,0.07,0.0
roller.csv,0.79,0.97,0.88,0.96,0.97,0.72,0.96,0.73,0.5,0.67,0.88,0.74,0.92,0.77,0.63,0.63,0.92,0.92,0.88,1.0
xinity.csv,0.35,0.89,0.5,0.47,0.78,0.37,0.52,0.64,0.17,1.0,0.29,0.29,0.55,0.47,0.76,0.83,0.65,0.78,0.9,0.78
