,flylinkdc.csv,vdsf.csv,nuttx.csv,dvt.csv,ldview.csv,fw4spl.csv,ctrlr.csv,ipfire-wall.csv,uclmda.csv,codepurge.csv,free-evolution.csv,xcf.csv
codepurge.csv,0.36,0.09,0.82,0.34,0.32,0.2,0.24,0.42,0.97,1.0,0.3,0.86
ctrlr.csv,0.0,0.0,0.84,0.39,0.25,0.16,1.0,0.0,1.0,0.14,0.22,0.57
dvt.csv,0.28,0.13,0.81,0.98,0.27,0.05,0.25,0.5,0.94,0.15,0.25,0.53
flylinkdc.csv,1.0,0.0,1.0,0.19,0.5,0.25,0.2,0.4,0.96,0.22,0.34,0.83
free-evolution.csv,0.44,0.15,0.82,0.15,0.36,0.29,0.21,0.41,0.93,0.18,1.0,1.0
fw4spl.csv,0.22,0.11,0.88,0.15,0.3,1.0,0.33,0.25,0.25,0.13,0.54,0.7
ipfire-wall.csv,0.35,0.17,0.73,0.37,0.36,0.15,0.22,0.94,1.0,0.22,0.29,0.42
ldview.csv,0.3,0.09,0.76,0.24,1.0,0.17,0.24,0.5,0.94,0.14,0.25,0.44
nuttx.csv,0.29,0.07,0.99,0.37,0.3,0.12,0.18,0.3,0.97,0.14,0.23,0.53
uclmda.csv,0.31,0.16,0.9,0.0,0.38,0.2,0.5,0.24,1.0,0.15,0.29,0.75
vdsf.csv,0.27,0.95,0.82,0.29,0.36,0.12,0.26,0.31,0.96,0.14,0.23,0.51
xcf.csv,0.28,0.09,0.83,0.43,0.38,0.15,0.23,0.37,0.95,0.16,0.31,0.97
