,rezilla.csv,webdriver.csv,minig.csv,ossbuild.csv,jparsec.csv,kmess.csv
jparsec.csv,0.36,0.44,0.51,0.13,0.63,0.63
kmess.csv,0.44,0.76,0.75,0.67,0.4,0.73
minig.csv,0.32,0.44,0.62,0.13,0.6,0.57
ossbuild.csv,0.3,0.63,0.44,0.32,0.46,0.68
rezilla.csv,0.5,0.43,0.5,0.09,0.0,0.64
webdriver.csv,0.38,0.72,0.34,0.5,0.44,0.72
