,theresa.csv,cataclysmos.csv,ildjit.csv,proftp.csv,xstore.csv,boost.csv,wxjs.csv,ffigo.csv,skia.csv,tencompetence.csv
boost.csv,0.67,1.0,0.14,0.33,0.74,0.66,0.5,0.17,0.39,0.26
ffigo.csv,0.33,1.0,0.21,0.5,0.39,0.07,0.25,0.75,0.52,0.08
ildjit.csv,0.33,0.0,0.66,0.07,0.17,0.15,0.0,0.37,0.17,0.24
proftp.csv,0.33,1.0,0.17,0.73,0.13,0.08,0.75,0.39,0.43,0.04
skia.csv,0.67,1.0,0.21,0.83,0.37,0.64,1.0,0.25,0.65,0.7
tencompetence.csv,0.0,0.0,0.14,0.07,0.2,0.44,0.62,0.13,0.17,0.82
theresa.csv,1.0,1.0,0.24,0.6,0.41,0.19,0.75,0.39,0.52,0.11
wxjs.csv,0.0,0.0,0.0,0.43,0.0,0.01,1.0,0.0,0.17,0.06
xstore.csv,1.0,1.0,0.38,0.4,0.67,0.68,0.38,0.93,0.65,0.36
