,etics.csv,badtrinity-zero.csv,mcore3d.csv,xbplayer.csv,kvs.csv,lcfizvtop.csv,modellus.csv,boost.csv,gusanos.csv,projecteqemu.csv,modplug.csv,pydev.csv,codepurge.csv,passwordsafe.csv,pixel-commandos.csv,elateportal.csv,sandiaportals.csv,factor.csv,uwom.csv
badtrinity-zero.csv,0.58,0.66,0.45,0.0,0.45,0.47,0.11,0.55,0.0,0.38,0.64,0.46,0.63,0.7,0.91,0.73,0.24,0.77,0.8
boost.csv,0.74,0.56,0.64,0.7,0.34,0.31,0.66,0.71,0.52,0.67,0.61,0.72,0.56,0.58,0.76,0.06,0.6,0.53,0.72
codepurge.csv,0.51,0.53,0.41,0.68,0.52,0.72,0.31,0.27,0.64,0.5,0.46,0.38,0.72,0.52,0.68,0.17,0.29,0.06,0.49
elateportal.csv,0.38,0.54,0.58,0.64,0.29,0.67,0.52,0.5,0.63,0.54,0.41,0.39,0.54,0.44,0.26,0.96,0.54,0.71,0.65
etics.csv,0.84,0.42,0.56,0.64,0.18,0.21,0.43,0.43,0.56,0.71,0.47,0.17,0.29,0.42,0.77,0.06,0.53,0.63,0.64
factor.csv,0.35,0.12,0.28,0.64,0.12,0.39,0.5,0.43,0.37,0.1,0.09,0.04,0.1,0.11,0.0,0.5,0.68,0.92,0.29
gusanos.csv,0.71,0.42,0.49,0.72,0.12,0.67,0.64,0.54,0.81,0.2,0.35,0.61,0.64,0.57,0.71,0.38,0.0,0.67,0.68
kvs.csv,0.5,0.54,0.17,0.3,0.71,0.11,0.14,0.46,0.4,0.47,0.45,0.59,0.1,0.36,0.0,0.21,0.02,0.06,0.24
lcfizvtop.csv,0.62,0.5,0.6,0.05,0.44,0.81,0.74,0.23,0.0,0.32,0.61,0.66,0.09,0.61,0.26,0.84,0.51,0.06,0.49
mcore3d.csv,0.18,0.36,0.66,0.64,0.64,0.4,0.5,0.18,0.59,0.63,0.5,0.47,0.6,0.51,0.71,0.06,0.62,0.09,0.66
modellus.csv,0.51,0.39,0.57,0.71,0.12,0.21,0.78,0.6,0.64,0.35,0.45,0.49,0.58,0.49,0.77,0.06,0.65,0.12,0.69
modplug.csv,0.38,0.61,0.39,0.58,0.61,0.63,0.66,0.58,0.61,0.27,0.76,0.41,0.54,0.57,0.78,0.7,0.82,0.73,0.5
passwordsafe.csv,0.36,0.59,0.63,0.66,0.28,0.47,0.72,0.44,0.34,0.59,0.71,0.17,0.65,0.7,0.91,0.06,0.62,0.76,0.74
pixel-commandos.csv,0.49,0.32,0.33,0.41,0.0,0.11,0.01,0.17,0.01,0.62,0.29,0.23,0.25,0.38,0.99,0.0,0.1,0.02,0.25
projecteqemu.csv,0.7,0.43,0.46,0.7,0.12,0.21,0.43,0.41,0.41,0.79,0.53,0.38,0.29,0.58,0.55,0.02,0.31,0.12,0.62
pydev.csv,0.71,0.55,0.6,0.61,0.56,0.31,0.38,0.36,0.31,0.63,0.68,0.7,0.46,0.59,0.93,0.06,0.51,0.36,0.69
sandiaportals.csv,0.2,0.54,0.58,0.68,0.18,0.56,0.53,0.52,0.54,0.77,0.59,0.51,0.55,0.67,0.89,0.0,0.8,0.81,0.74
uwom.csv,0.7,0.42,0.61,0.65,0.06,0.61,0.69,0.6,0.26,0.17,0.75,0.62,0.1,0.63,0.75,0.11,0.0,0.59,0.83
xbplayer.csv,0.51,0.61,0.5,0.64,0.57,0.58,0.49,0.66,0.55,0.54,0.6,0.63,0.61,0.58,0.68,0.26,0.34,0.33,0.6
