,f1,g,recall,precision,pf,wins
bwapi.csv,0.72,0.265,0.955,0.565,0.9299999999999999,3
cubefs.csv,0.52,0.43,0.485,0.51,0.475,2
gisgraphy.csv,0.38,0.325,0.35,0.595,0.36,0
iaml.csv,0.46,0.51,0.515,0.62,0.385,5
ivatamasks.csv,0.65,0.6,0.8,0.65,0.695,11
kolmafia.csv,0.62,0.615,0.82,0.6100000000000001,0.66,10
ogrehg.csv,0.585,0.5449999999999999,0.625,0.65,0.37,13
olex2.csv,0.545,0.515,0.5549999999999999,0.645,0.385,8
openwbem.csv,0.535,0.575,0.625,0.655,0.385,12
oppna-program-hsatools.csv,0.54,0.515,0.8400000000000001,0.625,0.715,7
orc.csv,0.47,0.395,0.44,0.615,0.255,4
ta3d.csv,0.33999999999999997,0.305,0.27,0.63,0.12000000000000001,1
umber.csv,0.705,0.555,0.825,0.6399999999999999,0.755,9
xcmetadataservicestoolkit.csv,0.5800000000000001,0.49,0.53,0.575,0.435,6
