,umber.csv,openwbem.csv,orc.csv,ivatamasks.csv,oppna-program-hsatools.csv,ogrehg.csv,iaml.csv,cubefs.csv,bwapi.csv,xcmetadataservicestoolkit.csv,kolmafia.csv,olex2.csv,ta3d.csv,gisgraphy.csv
bwapi.csv,0.41,0.52,0.23,0.81,0.93,0.53,0.72,0.74,0.84,0.84,0.72,0.56,0.79,0.33
cubefs.csv,0.09,0.22,0.02,0.73,0.52,0.52,0.62,0.77,0.25,0.63,0.47,0.58,0.71,0.16
gisgraphy.csv,0.23,0.34,0.14,0.02,0.3,0.42,0.3,0.66,0.67,0.31,0.54,0.44,0.53,0.68
iaml.csv,0.2,0.45,0.24,0.68,0.68,0.46,0.71,0.24,0.47,0.63,0.6,0.46,0.44,0.45
ivatamasks.csv,0.43,0.58,0.17,0.8,0.63,0.6,0.67,0.75,0.73,0.73,0.74,0.63,0.79,0.5
kolmafia.csv,0.42,0.55,0.2,0.81,0.88,0.55,0.59,0.77,0.39,0.87,0.77,0.65,0.71,0.41
ogrehg.csv,0.12,0.52,0.22,0.77,0.68,0.63,0.54,0.5,0.35,0.68,0.64,0.63,0.74,0.31
olex2.csv,0.53,0.51,0.18,0.81,0.62,0.44,0.56,0.46,0.14,0.8,0.6,0.71,0.72,0.19
openwbem.csv,0.53,0.54,0.22,0.78,0.36,0.52,0.4,0.74,0.3,0.65,0.64,0.59,0.71,0.48
oppna-program-hsatools.csv,0.46,0.52,0.31,0.81,0.93,0.5,0.55,0.53,0.26,0.83,0.75,0.6,0.74,0.32
orc.csv,0.06,0.49,0.46,0.61,0.74,0.48,0.3,0.6,0.13,0.77,0.4,0.54,0.36,0.31
ta3d.csv,0.71,0.18,0.0,0.67,0.31,0.1,0.61,0.5,0.12,0.37,0.7,0.09,0.61,0.29
umber.csv,0.74,0.55,0.19,0.84,0.9,0.52,0.65,0.82,0.69,0.78,0.72,0.63,0.73,0.48
xcmetadataservicestoolkit.csv,0.69,0.37,0.28,0.78,0.6,0.45,0.67,0.3,0.56,0.82,0.63,0.5,0.81,0.28
