,umber.csv,openwbem.csv,orc.csv,ivatamasks.csv,oppna-program-hsatools.csv,ogrehg.csv,iaml.csv,cubefs.csv,bwapi.csv,xcmetadataservicestoolkit.csv,kolmafia.csv,olex2.csv,ta3d.csv,gisgraphy.csv
bwapi.csv,0.98,0.99,0.73,1.0,0.57,0.91,1.0,0.79,0.25,1.0,0.95,0.62,0.88,1.0
cubefs.csv,0.05,0.08,0.47,0.49,0.17,0.27,0.53,0.38,0.64,0.2,0.62,0.96,0.62,0.48
gisgraphy.csv,0.36,0.2,0.38,0.02,0.7,0.27,0.15,0.94,0.36,0.27,0.38,0.7,0.56,0.23
iaml.csv,0.49,0.37,0.31,0.4,0.57,0.5,0.3,0.15,0.28,0.67,0.64,0.32,0.25,0.69
ivatamasks.csv,0.85,0.51,0.86,0.21,0.7,0.58,0.52,0.71,0.92,0.6,0.54,0.99,0.69,0.85
kolmafia.csv,0.87,0.71,0.87,1.0,0.17,0.64,0.7,0.68,0.47,0.6,0.23,0.62,0.56,1.0
ogrehg.csv,0.47,0.8,0.51,0.23,0.13,0.29,0.39,0.32,0.31,0.87,0.33,0.35,0.56,0.58
olex2.csv,0.62,0.79,0.31,1.0,0.0,0.24,0.44,0.26,0.0,0.33,0.46,0.24,0.56,0.56
openwbem.csv,0.56,0.26,0.48,0.87,0.04,0.33,0.18,0.71,0.33,0.27,0.44,0.44,0.31,0.46
oppna-program-hsatools.csv,0.75,0.95,0.42,1.0,0.09,0.73,0.7,0.41,0.03,0.73,0.67,0.3,0.81,0.98
orc.csv,0.22,0.32,0.22,0.45,0.35,0.27,0.24,0.79,0.06,0.93,0.23,0.15,0.12,0.33
ta3d.csv,0.22,0.17,0.06,0.68,0.04,0.05,0.46,0.06,0.06,0.0,0.56,0.07,0.38,0.42
umber.csv,0.09,0.53,1.0,0.68,1.0,0.55,0.81,0.94,0.58,0.6,0.79,0.76,0.75,0.85
xcmetadataservicestoolkit.csv,0.24,0.38,0.24,1.0,0.04,0.51,0.8,0.06,0.17,0.33,0.62,0.49,0.94,0.71
