,baadengine.csv,avifile.csv,werx.csv,plog4u.csv,pokeglobal.csv,jgameai.csv,zealos.csv,gogoego.csv,jhotdraw.csv,patterntesting.csv,httpcontentparser.csv,jaxlib.csv,bibedt.csv,unflobtactical.csv,snakeyaml.csv,impala.csv,cascading.csv,dataobjectsdotnet.csv,loki-lib.csv,gnome-jabber.csv
avifile.csv,0.06,1.0,0.02,0.0,0.12,0.46,0.07,0.39,0.4,0.53,0.8,1.0,0.4,0.29,0.74,0.12,0.24,0.49,0.86,0.6
baadengine.csv,0.7,0.8,0.18,1.0,0.54,0.15,1.0,0.94,1.0,0.8,0.85,1.0,1.0,0.89,0.89,1.0,0.74,0.54,1.0,1.0
bibedt.csv,0.16,0.6,0.16,1.0,0.46,0.81,0.83,0.41,0.73,0.27,0.65,0.5,0.7,0.43,0.26,0.24,0.32,0.39,0.34,0.17
cascading.csv,0.83,0.4,0.91,1.0,0.83,0.73,0.83,0.66,0.79,0.63,0.7,0.5,0.8,0.8,0.56,0.6,0.74,0.48,0.38,0.08
dataobjectsdotnet.csv,0.56,0.8,0.63,1.0,0.41,0.12,0.9,0.63,0.19,0.9,0.9,0.0,0.7,0.29,0.81,0.48,0.42,0.6,0.79,0.0
gnome-jabber.csv,0.46,0.2,0.58,0.0,0.78,0.35,0.6,0.72,0.55,0.97,0.7,1.0,0.6,0.66,0.89,0.64,0.79,0.63,0.69,0.6
gogoego.csv,0.34,0.0,0.41,1.0,0.44,0.31,0.8,0.49,0.4,0.83,0.5,0.5,0.6,0.49,0.67,0.36,0.87,0.39,0.24,0.51
httpcontentparser.csv,0.29,0.2,0.3,0.0,0.63,0.04,0.07,0.53,0.89,0.1,0.7,0.5,0.5,0.49,0.85,0.44,0.52,0.39,0.34,0.02
impala.csv,0.04,0.8,0.08,1.0,0.66,0.69,0.43,0.43,0.45,0.13,0.8,0.0,0.4,0.34,0.04,0.6,0.09,0.19,0.34,0.46
jaxlib.csv,0.29,0.2,0.24,0.0,0.73,0.58,0.47,0.67,0.18,0.73,0.65,1.0,0.5,0.66,0.15,0.32,0.51,0.27,0.38,0.05
jgameai.csv,0.8,0.8,0.09,0.0,0.2,0.5,0.0,0.25,0.15,0.3,0.35,1.0,0.4,0.46,0.19,0.36,0.35,0.1,0.69,0.5
jhotdraw.csv,0.69,0.6,0.85,1.0,0.85,0.85,0.0,0.87,0.55,0.37,0.3,0.5,0.2,0.23,0.44,0.32,0.81,0.63,0.17,0.15
loki-lib.csv,0.24,0.4,0.7,1.0,0.54,0.35,0.97,0.58,0.66,0.77,0.5,0.5,0.7,0.66,0.41,0.36,0.27,0.54,0.69,1.0
patterntesting.csv,0.98,0.8,0.88,1.0,0.98,1.0,0.97,0.95,0.92,0.67,1.0,1.0,0.8,0.94,1.0,0.6,0.98,0.78,0.83,0.88
pokeglobal.csv,0.98,1.0,0.96,1.0,0.71,0.27,1.0,0.46,0.81,0.8,0.85,0.0,1.0,0.51,0.74,0.88,0.43,0.69,0.62,0.03
snakeyaml.csv,0.35,0.2,0.14,1.0,0.32,0.27,0.43,0.33,0.73,0.37,0.7,1.0,0.0,0.4,0.7,0.2,0.29,0.29,0.1,0.24
unflobtactical.csv,0.85,0.6,0.89,1.0,0.66,1.0,0.33,0.61,0.73,0.87,0.85,0.5,0.7,0.77,0.33,0.44,0.62,0.39,0.55,0.67
werx.csv,0.98,1.0,0.96,1.0,0.98,1.0,1.0,0.87,1.0,0.97,1.0,1.0,1.0,0.97,0.96,0.96,0.97,0.98,1.0,1.0
zealos.csv,0.18,0.4,0.5,0.0,0.07,0.23,0.7,0.27,0.4,0.27,0.15,0.0,0.0,0.11,0.04,0.0,0.29,0.08,0.14,0.01
