,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,98.5,382.0,590.0,99.0
miranda-icq.csv,91.5,382.0,295.0,586.5
red5.csv,96.5,550.0,394.0,99.0
thrust.csv,97.5,258.5,2036.5,99.0
