,x4x.csv,xharbour.csv,rectracker.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,wxlua.csv,ontopia.csv,lite.csv,findbugs.csv,stajistics.csv,jfreechart.csv
alembik.csv,0.65,0.93,0.58,0.83,0.95,0.62,0.66,0.93,0.0,0.65,0.93,0.76,0.84,0.86,0.55,0.77,0.77,1.02
arsenal-1.csv,0.67,0.47,0.71,0.61,0.68,0.7,0.33,0.19,0.75,0.42,0.85,0.47,0.75,0.69,0.76,0.81,0.53,1.07
atomsite.csv,0.82,1.03,0.9,0.89,0.92,0.75,0.0,0.72,0.84,0.64,0.79,0.67,0.86,0.63,0.71,0.7,0.67,1.05
barracudamvc.csv,0.75,0.83,0.67,0.01,0.9,0.82,0.96,0.84,0.88,0.81,0.87,0.99,1.05,0.73,0.93,0.95,0.95,0.86
emisview.csv,0.89,0.93,0.61,0.7,0.9,0.85,0.65,0.8,0.53,0.0,0.73,0.63,0.94,0.82,0.56,0.68,0.7,1.04
findbugs.csv,0.8,0.58,0.74,0.83,0.93,0.83,0.89,0.68,0.78,0.79,0.75,0.69,0.7,0.94,0.56,0.04,0.76,1.02
jitterbit.csv,0.85,0.55,0.82,0.66,0.93,0.68,0.74,0.97,0.84,0.63,0.89,0.02,0.9,0.91,0.63,0.6,0.84,1.02
lite.csv,0.72,0.93,0.88,0.89,0.66,0.84,1.0,0.96,0.79,1.0,0.9,0.68,0.94,0.92,0.0,0.82,0.94,0.03
megasquirtavr.csv,1.0,1.0,1.0,0.95,0.15,1.0,1.0,0.97,0.97,1.0,1.0,0.98,1.01,1.0,0.98,0.98,0.96,0.99
ontopia.csv,0.76,1.0,0.97,0.63,0.8,0.88,0.82,0.93,0.85,0.91,0.8,1.0,0.75,0.07,0.86,0.9,0.86,0.91
openintents.csv,0.64,0.97,0.73,0.77,0.85,0.03,0.86,0.89,0.58,0.74,0.84,0.65,0.96,0.77,0.7,0.76,0.73,1.14
rectracker.csv,0.46,0.91,0.0,0.78,0.66,0.57,0.49,0.59,0.66,0.47,0.87,0.61,0.9,0.9,0.61,0.72,0.61,0.42
stajistics.csv,0.5,0.64,0.45,0.61,0.83,0.57,0.61,0.67,0.64,0.59,0.85,0.77,0.88,0.98,0.62,0.67,0.07,1.05
trackit.csv,0.69,0.57,0.71,0.74,0.7,0.9,0.9,0.72,0.74,0.87,0.02,0.92,0.88,0.67,0.84,0.86,0.67,1.03
wxlua.csv,0.93,0.96,1.0,1.0,0.83,0.88,0.96,0.85,0.96,0.89,0.96,0.97,0.01,0.79,0.85,0.83,0.99,0.79
x4x.csv,0.0,1.01,0.93,0.86,0.8,0.96,1.0,0.85,0.69,0.75,0.62,0.87,0.77,0.8,0.77,0.76,0.85,0.82
xharbour.csv,1.01,0.0,0.89,1.0,0.62,0.87,0.79,1.0,0.81,0.78,0.87,0.94,0.82,1.0,0.88,0.98,0.94,0.95
