,x4x.csv,xharbour.csv,rectracker.csv,barracudamvc.csv,megasquirtavr.csv,openintents.csv,atomsite.csv,arsenal-1.csv,alembik.csv,emisview.csv,trackit.csv,jitterbit.csv,wxlua.csv,ontopia.csv,lite.csv,findbugs.csv,stajistics.csv,jfreechart.csv
alembik.csv,0.41,0.09,0.5,0.21,0.06,0.44,0.45,0.09,1.0,0.46,0.09,0.29,0.2,0.2,0.52,0.29,0.27,0.0
arsenal-1.csv,0.5,0.73,0.38,0.61,0.39,0.56,0.82,0.84,0.61,0.82,0.32,0.64,0.38,0.41,0.57,0.48,0.63,0.0
atomsite.csv,0.47,0.0,0.42,0.42,0.12,0.52,1.0,0.56,0.43,0.64,0.37,0.49,0.26,0.55,0.55,0.48,0.55,0.0
barracudamvc.csv,0.6,0.47,0.63,0.99,0.42,0.5,0.17,0.47,0.41,0.51,0.42,0.27,0.0,0.57,0.27,0.26,0.24,0.45
emisview.csv,0.29,0.1,0.44,0.48,0.12,0.2,0.41,0.26,0.66,1.0,0.36,0.51,0.09,0.3,0.67,0.57,0.48,0.0
findbugs.csv,0.4,0.49,0.31,0.22,0.29,0.2,0.21,0.56,0.31,0.26,0.33,0.44,0.44,0.19,0.55,0.97,0.34,0.0
jitterbit.csv,0.34,0.6,0.24,0.45,0.36,0.52,0.36,0.23,0.45,0.57,0.14,0.98,0.38,0.13,0.5,0.48,0.2,0.0
lite.csv,0.34,0.09,0.15,0.16,0.4,0.2,0.0,0.05,0.27,0.0,0.12,0.37,0.07,0.1,1.0,0.21,0.09,0.99
megasquirtavr.csv,0.0,0.0,0.0,0.21,0.88,0.0,0.0,0.13,0.13,0.0,0.0,0.09,0.0,0.0,0.09,0.09,0.17,0.05
ontopia.csv,0.59,0.0,0.25,0.63,0.24,0.4,0.5,0.33,0.47,0.16,0.53,0.33,0.62,0.98,0.23,0.38,0.2,0.33
openintents.csv,0.43,0.04,0.46,0.32,0.18,0.99,0.21,0.13,0.49,0.45,0.25,0.41,0.21,0.3,0.37,0.33,0.37,0.0
rectracker.csv,0.64,0.11,1.0,0.54,0.51,0.65,0.74,0.63,0.67,0.69,0.44,0.56,0.42,0.39,0.59,0.56,0.68,0.87
stajistics.csv,0.56,0.43,0.62,0.57,0.43,0.55,0.63,0.45,0.64,0.54,0.3,0.49,0.19,0.34,0.64,0.48,0.94,0.0
trackit.csv,0.47,0.53,0.52,0.52,0.35,0.29,0.21,0.56,0.39,0.2,0.98,0.31,0.19,0.5,0.23,0.24,0.44,0.0
wxlua.csv,0.29,0.2,0.0,0.0,0.5,0.4,0.26,0.47,0.23,0.39,0.17,0.2,0.99,0.56,0.46,0.5,0.05,0.57
x4x.csv,1.0,0.0,0.27,0.45,0.24,0.23,0.0,0.46,0.64,0.54,0.7,0.43,0.56,0.52,0.57,0.57,0.46,0.52
xharbour.csv,0.0,1.0,0.38,0.0,0.71,0.44,0.56,0.0,0.52,0.56,0.42,0.24,0.5,0.0,0.4,0.09,0.24,0.21
