,net-snmp.csv,fontforge.csv,k3d.csv,patterntesting.csv,massiv.csv,t-2.csv,xreal.csv
fontforge.csv,0.41,0.41,0.35,0.35,0.4,0.46,0.37
k3d.csv,0.78,0.85,0.72,0.0,0.98,0.98,0.9
massiv.csv,0.0,0.0,0.92,0.81,0.95,0.97,0.9
net-snmp.csv,0.47,0.29,0.65,0.52,0.39,0.43,0.47
patterntesting.csv,0.41,0.3,0.36,0.55,0.43,0.44,0.36
t-2.csv,0.5,0.83,0.4,0.0,0.49,0.77,0.56
xreal.csv,0.92,0.41,0.6,0.91,0.99,0.99,0.88
