,xbrlapi.csv,codeblocks.csv,utgb.csv,red5.csv,bulmages.csv,proftp.csv,grisbi.csv,t-2.csv,libmesh.csv,tcvp.csv,tart.csv,panda3d.csv,super-tux.csv,soar.csv,skia.csv,zemljanka.csv,tencompetence.csv
bulmages.csv,0.0,0.0,0.34,0.0,0.76,0.17,0.11,0.14,0.15,0.0,0.2,0.12,0.16,0.13,0.35,0.0,0.14
codeblocks.csv,0.48,0.77,0.26,0.3,0.48,0.77,0.64,0.6,0.77,0.56,0.8,0.54,0.7,0.06,0.57,0.3,0.17
grisbi.csv,0.79,0.78,0.89,0.95,0.95,0.93,0.8,0.68,0.85,0.89,1.0,0.88,0.87,0.68,0.91,0.9,0.93
libmesh.csv,0.19,0.34,0.29,0.33,0.33,0.07,0.45,0.55,0.62,0.89,0.2,0.33,0.4,0.45,0.0,0.12,0.4
panda3d.csv,0.12,0.45,0.54,0.37,0.14,0.63,0.5,0.07,0.12,0.67,0.6,0.52,0.45,0.87,0.26,0.26,0.16
proftp.csv,0.1,0.26,0.03,0.0,0.19,0.8,0.3,0.15,0.12,0.0,0.0,0.29,0.09,0.23,0.3,0.27,0.05
red5.csv,0.9,0.79,0.71,0.72,0.71,0.73,0.45,0.82,0.85,0.78,1.0,0.77,0.86,0.77,0.87,0.96,0.46
skia.csv,0.55,0.53,0.43,0.4,0.62,0.83,0.64,0.63,0.31,0.11,0.6,0.42,0.09,0.42,0.61,0.5,0.57
soar.csv,0.86,1.0,0.8,0.88,1.0,1.0,0.98,0.84,1.0,1.0,1.0,1.0,0.95,0.58,1.0,1.0,0.92
super-tux.csv,0.4,0.92,0.66,0.56,0.76,0.97,0.64,0.85,0.73,1.0,1.0,0.81,0.93,0.23,0.91,1.0,0.41
t-2.csv,0.43,0.82,0.4,0.26,0.86,0.13,0.92,0.6,0.46,1.0,1.0,0.44,0.86,0.74,0.43,0.54,0.46
tart.csv,0.29,0.22,0.63,0.56,0.67,1.0,0.88,0.37,0.54,1.0,1.0,0.33,0.4,0.74,0.52,0.02,0.36
tcvp.csv,0.05,0.11,0.0,0.05,0.0,0.0,0.0,0.03,0.0,0.78,0.0,0.0,0.01,0.0,0.04,0.01,0.0
tencompetence.csv,0.38,0.08,0.26,0.19,0.33,0.07,0.12,0.34,0.77,0.0,0.0,0.4,0.44,0.58,0.26,0.18,0.79
utgb.csv,0.07,0.52,0.69,0.3,0.33,0.77,0.47,0.02,0.31,0.67,0.6,0.46,0.48,0.29,0.61,0.53,0.23
xbrlapi.csv,0.76,0.04,0.57,0.65,0.33,0.27,0.52,0.42,0.31,0.0,0.2,0.21,0.01,0.87,0.09,0.0,0.3
zemljanka.csv,0.83,0.71,1.0,0.95,0.9,0.93,0.82,0.99,0.46,0.89,1.0,0.71,0.65,0.87,0.87,0.8,0.98
