,vapor.csv,zscreen.csv,autoopencas.csv,mbse.csv,avisynth2.csv,lportal.csv,les-indemodables.csv,simplewebservices.csv,mplayer-ce.csv
autoopencas.csv,0.64,0.8,0.27,1.0,1.0,0.97,1.0,0.98,1.0
avisynth2.csv,1.0,0.76,1.0,1.0,0.03,0.93,0.97,1.0,0.99
les-indemodables.csv,0.48,0.62,0.7,0.94,0.79,0.95,0.44,0.79,0.66
lportal.csv,1.0,0.87,0.96,0.61,1.0,0.33,0.54,1.0,0.69
mbse.csv,0.68,0.69,0.65,0.43,1.0,0.71,0.7,0.59,0.69
mplayer-ce.csv,0.56,0.54,0.61,0.58,0.6,0.91,0.6,0.93,0.56
simplewebservices.csv,0.74,0.89,0.93,0.99,0.94,0.7,0.88,0.53,0.99
vapor.csv,0.56,0.89,0.91,0.76,1.0,1.0,0.99,0.83,1.0
zscreen.csv,0.54,0.41,0.99,0.98,0.95,0.83,0.88,0.68,0.97
