,awemud.csv,liferea.csv,go.csv,kwave.csv,dvd-create.csv,gbif-indexingtoolkit.csv,mpgravity.csv,clamav.csv,linux-ntfs.csv,libarchive.csv
awemud.csv,0.0,0.25,0.27,0.38,0.11,0.46,0.59,0.31,0.62,0.18
clamav.csv,0.3,0.16,0.29,0.2,0.11,0.2,0.05,0.0,0.14,0.16
dvd-create.csv,0.73,0.86,0.76,0.62,0.0,0.6,0.27,0.56,0.79,0.69
gbif-indexingtoolkit.csv,0.07,0.32,0.58,0.57,0.28,0.0,0.0,0.53,0.1,0.38
go.csv,0.53,0.61,0.0,0.34,0.33,0.32,0.12,0.19,0.72,0.41
kwave.csv,0.2,0.57,0.64,0.0,0.72,0.3,0.95,0.47,0.17,0.65
libarchive.csv,0.33,0.48,0.2,0.34,0.33,0.5,0.05,0.06,0.31,0.0
liferea.csv,0.13,0.0,0.11,0.04,0.0,0.28,0.0,0.0,0.34,0.07
linux-ntfs.csv,0.33,0.14,0.22,0.34,0.22,0.28,0.1,0.11,0.0,0.21
mpgravity.csv,0.1,0.48,0.38,0.61,0.5,0.64,0.0,0.61,0.45,0.32
