,awemud.csv,liferea.csv,go.csv,kwave.csv,dvd-create.csv,gbif-indexingtoolkit.csv,mpgravity.csv,clamav.csv,linux-ntfs.csv,libarchive.csv
awemud.csv,1.0,0.42,0.79,0.28,0.94,0.23,0.2,0.39,0.49,0.62
clamav.csv,0.76,0.22,0.77,0.08,0.89,0.23,0.33,1.0,0.64,0.59
dvd-create.csv,0.75,0.22,0.68,0.26,1.0,0.21,0.31,0.49,0.48,0.43
gbif-indexingtoolkit.csv,0.88,0.26,0.59,0.22,0.69,1.0,0.0,0.27,0.67,0.49
go.csv,0.79,0.29,1.0,0.27,0.88,0.16,0.38,0.5,0.48,0.54
kwave.csv,0.73,0.14,0.46,1.0,0.71,0.17,0.13,0.32,0.38,0.32
libarchive.csv,0.82,0.3,0.82,0.27,0.84,0.19,0.33,0.67,0.57,1.0
liferea.csv,0.9,1.0,0.86,0.0,1.0,0.22,0.0,1.0,0.6,0.8
linux-ntfs.csv,0.77,0.33,0.81,0.27,0.85,0.33,0.0,0.33,1.0,0.67
mpgravity.csv,0.91,0.28,0.71,0.15,0.78,0.16,1.0,0.33,0.59,0.56
