,awemud.csv,liferea.csv,go.csv,kwave.csv,dvd-create.csv,gbif-indexingtoolkit.csv,mpgravity.csv,clamav.csv,linux-ntfs.csv,libarchive.csv
awemud.csv,0.44,0.63,0.47,0.55,0.49,0.43,0.5,0.67,0.4,0.72
clamav.csv,0.53,0.89,0.55,0.75,0.83,0.77,0.67,0.55,0.82,0.63
dvd-create.csv,0.36,0.31,0.41,0.4,0.4,0.37,0.75,0.33,0.39,0.43
gbif-indexingtoolkit.csv,0.94,0.74,0.56,0.63,0.94,0.9,0.0,0.69,0.89,0.59
go.csv,0.4,0.37,0.45,0.5,0.41,0.58,0.88,0.71,0.38,0.48
kwave.csv,0.95,0.62,0.74,0.94,0.73,0.72,0.4,0.76,0.88,0.74
libarchive.csv,0.43,0.4,0.44,0.46,0.43,0.45,0.67,0.83,0.43,0.56
liferea.csv,0.46,0.77,0.51,0.5,0.9,0.5,0.0,0.75,0.36,0.56
linux-ntfs.csv,0.51,0.89,0.44,0.5,0.69,0.57,0.75,0.83,0.54,0.53
mpgravity.csv,0.52,0.48,0.53,0.6,0.51,0.45,0.75,0.55,0.41,0.56
