,wxcrp.csv,openmeetings.csv,qgis.csv,alsa.csv,yafdotnet.csv,lportal.csv,gmerlin.csv,google-gears.csv,gstreamer.csv,skia.csv,mplayer-ce.csv,metacosm.csv
alsa.csv,0.5,0.44,0.73,1.0,0.47,0.12,0.47,0.82,0.64,0.5,0.45,0.62
gmerlin.csv,0.38,0.28,0.48,0.66,0.68,0.06,1.0,0.79,0.83,0.42,0.52,0.8
google-gears.csv,0.36,0.23,0.51,0.65,0.47,0.07,0.34,1.0,0.66,0.35,0.46,0.5
gstreamer.csv,0.36,0.2,0.61,0.63,0.49,0.06,0.37,0.81,0.99,0.36,0.47,0.59
lportal.csv,0.26,0.5,0.37,0.56,0.35,1.0,0.34,0.67,0.45,0.28,0.54,0.2
metacosm.csv,0.5,0.39,0.71,0.68,0.71,0.08,0.45,0.8,0.82,0.4,0.51,1.0
mplayer-ce.csv,0.35,0.16,0.49,0.68,0.5,0.04,0.32,0.76,0.54,0.31,1.0,0.38
openmeetings.csv,0.69,1.0,0.69,0.76,0.65,0.09,0.18,1.0,0.86,0.38,0.51,0.82
qgis.csv,0.3,0.45,1.0,0.71,0.45,0.05,0.27,0.76,0.66,0.37,0.49,0.61
skia.csv,0.43,0.23,0.44,0.73,0.57,0.05,0.41,0.76,0.7,1.0,0.51,0.33
wxcrp.csv,0.96,0.14,0.76,0.67,0.41,0.04,0.47,0.92,0.62,0.48,0.44,0.86
yafdotnet.csv,0.33,0.18,0.5,0.64,1.0,0.05,0.3,0.86,0.6,0.37,0.44,0.55
