,maidsafe-dht.csv,atlc.csv,theresa.csv,playerstage.csv,knowledge.csv,gnukeda.csv,enlightenment.csv,boost-sandbox.csv,yaprm.csv,kowari.csv,fceugc.csv,proftp.csv,jaolt.csv,tcvp.csv,dspace-gsoc.csv,lufa-lib.csv,xapian.csv,pixel-commandos.csv,uwom.csv
atlc.csv,0.36,0.81,0.11,0.59,0.81,0.56,0.54,0.77,0.42,0.15,0.51,0.58,0.69,0.17,0.7,0.57,0.46,0.25,0.41
boost-sandbox.csv,0.33,0.62,0.16,0.43,0.25,0.54,0.5,0.73,0.38,0.12,0.33,0.15,0.53,0.2,0.62,0.47,0.22,0.02,0.24
dspace-gsoc.csv,0.38,0.14,0.24,0.57,0.81,0.68,0.39,0.83,0.62,0.17,0.51,0.69,0.78,0.18,0.79,0.39,0.39,0.09,0.41
enlightenment.csv,0.32,0.73,0.11,0.57,0.95,0.69,0.69,0.84,0.66,0.15,0.51,0.62,0.83,0.21,0.79,0.59,0.37,0.09,0.36
fceugc.csv,0.33,0.63,0.12,0.58,0.83,0.57,0.63,0.66,0.65,0.15,0.61,0.55,0.6,0.16,0.6,0.31,0.34,0.29,0.34
gnukeda.csv,0.3,0.47,0.13,0.57,0.61,0.78,0.49,0.63,0.31,0.13,0.45,0.38,0.52,0.19,0.63,0.52,0.32,0.12,0.45
jaolt.csv,0.47,0.14,0.29,0.52,0.63,0.52,0.37,0.36,0.57,0.15,0.54,0.66,0.72,0.11,0.1,0.18,0.46,0.2,0.53
knowledge.csv,0.36,0.74,0.16,0.57,0.92,0.7,0.64,0.51,0.51,0.15,0.5,0.68,0.82,0.1,0.77,0.56,0.5,0.13,0.43
kowari.csv,0.36,0.55,0.21,0.55,0.6,0.4,0.4,0.76,0.57,0.33,0.36,0.57,0.57,0.24,0.8,0.26,0.33,0.09,0.29
lufa-lib.csv,0.26,0.51,0.08,0.48,0.73,0.53,0.58,0.65,0.34,0.15,0.42,0.33,0.57,0.26,0.4,0.65,0.33,0.05,0.34
maidsafe-dht.csv,0.51,0.79,0.3,0.42,0.93,0.47,0.37,0.68,0.58,0.14,0.51,0.66,0.62,0.1,0.72,0.1,0.45,0.21,0.38
pixel-commandos.csv,0.17,0.42,0.0,0.23,0.43,0.38,0.21,0.34,0.38,0.0,0.43,0.23,0.26,0.16,0.1,0.44,0.13,0.57,0.3
playerstage.csv,0.29,0.57,0.13,0.69,0.8,0.59,0.7,0.63,0.52,0.2,0.44,0.38,0.62,0.14,0.64,0.5,0.34,0.14,0.38
proftp.csv,0.21,0.0,0.18,0.14,0.25,0.46,0.04,0.22,0.46,0.21,0.47,0.71,0.0,0.0,0.0,0.0,0.4,0.22,0.32
tcvp.csv,0.0,0.05,0.0,0.0,0.0,0.05,0.12,0.15,0.0,0.0,0.0,0.0,0.03,0.44,0.0,0.02,0.0,0.0,0.05
theresa.csv,0.42,0.38,0.32,0.52,0.53,0.42,0.5,0.25,0.49,0.17,0.22,0.63,0.54,0.0,0.26,0.18,0.41,0.11,0.4
uwom.csv,0.32,0.53,0.0,0.64,0.43,0.62,0.7,0.66,0.0,0.16,0.48,0.62,0.68,0.13,0.37,0.56,0.0,0.2,0.62
xapian.csv,0.35,0.67,0.08,0.58,0.96,0.71,0.6,0.7,0.62,0.15,0.54,0.62,0.69,0.0,0.75,0.58,0.61,0.2,0.4
yaprm.csv,0.24,0.0,0.25,0.44,0.32,0.53,0.11,0.32,0.68,0.13,0.39,0.73,0.25,0.0,0.0,0.0,0.31,0.21,0.33
