,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.22,0.52,0.37,0.84,0.42,0.44,0.58,0.16,0.82,0.27,0.8,0.51,0.6,0.09
elateportal.csv,0.09,0.45,0.32,0.71,0.44,0.17,0.55,0.19,0.41,0.2,0.25,0.57,0.47,0.98
gdis.csv,0.51,0.42,0.38,0.67,0.44,0.39,0.56,0.33,0.62,0.28,0.88,0.45,0.52,0.16
gzigzag.csv,0.09,0.52,0.39,0.46,0.46,0.46,0.22,0.3,0.46,0.26,0.61,0.39,0.55,0.82
icescrum.csv,0.62,0.53,0.41,0.68,0.48,0.48,0.23,0.09,0.41,0.24,0.66,0.39,0.77,0.08
jguard.csv,0.22,0.38,0.4,0.63,0.6,0.4,0.67,0.32,0.78,0.28,0.82,0.57,0.48,0.93
jitterbit.csv,0.59,0.62,0.45,0.68,0.48,0.57,0.69,0.32,0.85,0.27,0.71,0.17,0.48,0.12
jython.csv,0.59,0.53,0.33,0.62,0.38,0.56,0.5,0.5,0.52,0.23,0.47,0.42,0.36,0.09
personalaccess.csv,0.17,0.27,0.38,0.38,0.39,0.36,0.34,0.0,0.87,0.22,0.37,0.13,0.53,0.17
ppcboot.csv,0.23,0.43,0.36,0.71,0.5,0.42,0.63,0.2,0.88,0.23,0.87,0.58,0.58,0.92
repositorium.csv,0.12,0.37,0.05,0.0,0.32,0.2,0.05,0.43,0.0,0.08,0.22,0.43,0.25,0.0
unbvision.csv,0.2,0.51,0.37,0.45,0.46,0.65,0.44,0.22,0.6,0.25,0.83,0.29,0.4,0.12
wxstudio.csv,0.06,0.18,0.18,0.44,0.39,0.11,0.44,0.32,0.49,0.0,0.46,0.68,0.37,0.92
xbg.csv,0.38,0.21,0.22,0.17,0.3,0.31,0.61,0.15,0.15,0.52,0.16,0.18,0.32,0.12
