,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.27,0.69,0.59,0.81,0.49,0.65,0.53,0.49,0.29,0.66,0.69,0.52,0.71,0.06
elateportal.csv,0.11,0.61,0.47,0.7,0.55,0.12,0.54,0.53,0.32,0.42,0.19,0.59,0.43,0.96
gdis.csv,0.55,0.59,0.55,0.63,0.47,0.58,0.52,0.65,0.51,0.53,0.82,0.49,0.59,0.11
gzigzag.csv,0.28,0.54,0.51,0.35,0.52,0.45,0.17,0.65,0.35,0.52,0.5,0.34,0.62,0.72
icescrum.csv,0.72,0.69,0.61,0.58,0.59,0.56,0.17,0.21,0.3,0.58,0.55,0.34,0.8,0.06
jguard.csv,0.0,0.45,0.63,0.57,0.68,0.6,0.65,0.58,0.67,0.68,0.73,0.63,0.55,0.5
jitterbit.csv,0.92,0.71,0.69,0.39,0.58,0.71,0.68,0.31,0.57,0.66,0.61,0.18,0.31,0.09
jython.csv,0.86,0.73,0.47,0.52,0.37,0.7,0.44,0.6,0.41,0.58,0.37,0.45,0.3,0.06
personalaccess.csv,0.34,0.27,0.59,0.27,0.48,0.35,0.31,0.0,0.79,0.15,0.27,0.1,0.61,0.11
ppcboot.csv,0.0,0.09,0.53,0.0,0.21,0.05,0.6,0.27,0.53,0.17,0.3,0.0,0.62,0.0
repositorium.csv,0.11,0.39,0.04,0.0,0.41,0.2,0.02,0.8,0.0,0.14,0.15,0.45,0.24,0.0
unbvision.csv,0.31,0.65,0.39,0.35,0.47,0.81,0.41,0.55,0.5,0.29,0.74,0.27,0.41,0.09
wxstudio.csv,0.19,0.26,0.2,0.41,0.45,0.15,0.43,0.71,0.38,0.0,0.32,0.68,0.4,0.0
xbg.csv,0.46,0.24,0.25,0.12,0.27,0.37,0.6,0.11,0.1,0.86,0.11,0.17,0.25,0.09
