,jython.csv,jitterbit.csv,gzigzag.csv,blue-c.csv,jguard.csv,unbvision.csv,ppcboot.csv,repositorium.csv,personalaccess.csv,xbg.csv,gdis.csv,wxstudio.csv,icescrum.csv,elateportal.csv
blue-c.csv,0.93,0.39,0.59,0.12,0.39,0.6,0.22,0.65,0.92,0.56,0.46,0.73,0.56,0.17
elateportal.csv,0.14,0.43,0.42,0.32,0.59,0.04,0.49,0.55,0.36,0.85,0.38,0.69,0.84,0.0
gdis.csv,0.07,0.52,0.75,0.24,0.29,0.62,0.28,0.29,0.4,0.31,0.15,0.63,0.38,0.33
gzigzag.csv,0.82,0.15,0.3,0.0,0.36,0.12,0.16,0.33,0.08,0.35,0.31,0.18,0.41,0.17
icescrum.csv,0.07,0.36,0.43,0.04,0.59,0.24,0.11,0.38,0.04,0.53,0.15,0.16,0.16,0.33
jguard.csv,1.0,0.83,0.63,0.2,0.3,0.58,0.61,0.24,0.36,0.64,0.31,0.51,0.69,0.83
jitterbit.csv,0.19,0.22,0.49,0.88,0.55,0.27,0.59,0.06,0.76,0.55,0.23,0.55,0.91,0.33
jython.csv,0.16,0.47,0.39,0.04,0.23,0.28,0.24,0.08,0.28,0.55,0.08,0.69,0.12,0.0
personalaccess.csv,0.88,0.19,0.52,0.0,0.5,0.13,0.38,0.09,0.24,0.0,0.08,0.12,0.44,0.0
ppcboot.csv,1.0,0.98,0.76,1.0,0.95,0.99,0.29,0.93,0.8,0.96,0.92,1.0,0.72,1.0
repositorium.csv,0.06,0.21,0.08,0.04,0.66,0.16,0.0,0.26,0.0,0.27,0.08,0.43,0.28,0.0
unbvision.csv,0.91,0.33,0.16,0.04,0.25,0.26,0.46,0.43,0.28,0.11,0.31,0.35,0.28,0.17
wxstudio.csv,0.74,0.52,0.25,0.52,0.43,0.48,0.65,0.36,0.36,0.11,0.77,0.2,0.38,1.0
xbg.csv,0.11,0.29,0.2,0.08,0.16,0.29,0.53,0.01,0.0,0.22,0.15,0.27,0.06,0.17
