,ktc.csv,elmo.csv,neoengine.csv,zscreen.csv,rosegarden.csv,nicepress.csv,decidr.csv,gpac.csv,sylpheed-claws.csv,smarttag.csv,xemeiah.csv,omseek.csv,sigil.csv,img-browse-sort.csv,doomlegacy.csv,illumination.csv,pi-qmc.csv,bibletime.csv
bibletime.csv,1723.0,784.5,198.0,96.5,488.5,96.5,99.0,196.0,99.0,173.0,482.5,388.5,98.5,354.0,97.5,384.0,478.5,97.5
decidr.csv,1715.0,784.5,198.0,99.0,297.0,392.5,99.0,196.0,99.0,185.0,293.5,683.0,98.5,98.5,99.0,482.0,573.0,98.5
doomlegacy.csv,271.5,478.0,297.0,84.5,389.5,294.0,99.0,95.5,176.0,566.0,96.5,391.0,98.5,98.5,99.0,192.5,573.0,98.5
elmo.csv,1628.5,350.0,92.5,96.5,1348.0,852.0,99.0,97.5,290.5,91.5,172.0,388.5,98.5,98.5,99.0,192.5,284.5,96.5
gpac.csv,1026.5,784.5,198.0,96.5,350.0,177.0,99.0,97.5,99.0,472.5,282.5,587.0,98.5,98.5,75.5,386.5,478.5,89.5
illumination.csv,0.0,699.0,94.5,99.0,0.0,492.0,97.5,0.0,0.0,374.0,196.0,685.5,98.5,98.5,0.0,289.0,573.0,97.5
img-browse-sort.csv,453.5,1159.5,296.5,91.5,96.5,195.0,99.0,95.5,176.0,467.5,292.5,193.5,98.5,74.5,95.5,286.5,91.5,96.5
ktc.csv,370.5,962.0,99.0,61.5,195.5,96.5,99.0,95.5,99.0,306.0,94.5,489.5,98.5,98.5,97.5,346.0,91.5,98.5
neoengine.csv,557.5,784.5,98.5,90.5,293.0,385.5,99.0,196.0,197.0,184.0,92.5,391.0,98.5,425.5,97.5,386.5,284.5,98.5
nicepress.csv,659.5,703.0,297.0,96.5,585.5,93.5,99.0,196.0,99.0,91.5,195.0,391.0,98.5,98.5,95.5,386.5,284.5,94.5
omseek.csv,89.5,97.5,99.0,0.0,74.5,273.0,97.5,261.5,178.0,179.0,94.5,193.5,98.5,527.5,86.5,266.0,91.5,94.5
pi-qmc.csv,1430.5,784.5,99.0,99.0,297.0,195.5,99.0,196.0,99.0,365.0,293.5,782.0,98.5,848.0,99.0,286.5,91.5,96.5
rosegarden.csv,1420.0,1483.0,198.0,84.5,195.5,195.0,99.0,95.5,96.5,161.0,96.5,586.0,98.5,98.5,99.0,226.5,285.5,98.5
sigil.csv,363.0,756.0,99.0,91.5,96.5,195.0,99.0,264.5,87.5,566.0,292.5,291.0,98.5,237.5,97.5,192.5,91.5,98.5
smarttag.csv,2068.0,618.5,198.0,96.5,781.5,195.5,99.0,196.0,99.0,277.5,293.5,584.5,98.5,599.5,97.5,192.0,91.5,98.5
sylpheed-claws.csv,1880.5,784.5,198.0,96.5,979.0,492.0,99.0,196.0,99.0,379.0,293.5,782.0,98.5,98.5,99.0,483.0,573.0,98.5
xemeiah.csv,651.5,525.5,297.0,91.5,490.0,195.5,99.0,196.0,99.0,283.5,386.0,94.5,98.5,98.5,95.5,296.0,284.5,96.5
zscreen.csv,362.0,528.0,98.5,91.5,291.5,393.0,99.0,177.0,82.5,179.0,292.5,391.0,98.5,98.5,97.5,385.5,91.5,98.5
