,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.81,0.66,0.81,0.76,0.24
freenet.csv,0.73,0.78,0.8,0.53,0.19
mediaportal.csv,0.86,0.77,0.86,0.0,0.6
onotoa.csv,0.66,0.63,0.82,0.49,0.18
sqlpower-library.csv,0.8,0.67,0.84,0.5,0.19
