,sqlpower-library.csv,freenet.csv,onotoa.csv,botsnscouts.csv,mediaportal.csv
botsnscouts.csv,0.33,0.32,0.33,0.44,0.39
freenet.csv,0.47,0.43,0.51,0.33,0.41
mediaportal.csv,0.52,0.79,0.76,0.73,0.54
onotoa.csv,0.46,0.69,0.44,0.35,0.56
sqlpower-library.csv,0.48,0.37,0.45,0.31,0.37
