,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.0,0.51,0.32,0.0,0.35,0.61,0.81,0.0,0.0,0.69,0.27,0.07,0.57,0.64,0.17,0.0,0.0
codepurge.csv,0.53,0.68,0.55,0.46,0.4,0.54,0.84,0.61,0.07,0.62,0.31,0.57,0.58,0.72,0.55,0.5,0.14
fontforge.csv,0.0,0.47,0.0,0.0,0.0,0.68,0.0,0.76,0.13,0.0,0.68,0.21,0.52,0.05,0.05,0.43,0.05
gmerlin.csv,0.0,0.13,0.13,0.0,0.0,0.5,0.0,0.0,0.17,0.0,0.33,0.43,0.0,0.0,0.0,0.66,0.52
hatari.csv,0.55,0.75,0.61,0.53,0.45,0.58,0.54,0.24,0.13,0.53,0.57,0.3,0.52,0.49,0.3,0.47,0.49
jaolt.csv,0.7,0.66,0.46,0.54,0.04,0.49,0.87,0.6,0.7,0.0,0.74,0.52,0.69,0.43,0.33,0.52,0.53
jcl.csv,0.7,0.6,0.61,0.43,0.73,0.54,0.54,0.59,0.51,0.32,0.64,0.26,0.46,0.44,0.71,0.59,0.56
ltp.csv,0.28,0.59,0.47,0.66,0.74,0.57,0.0,0.35,0.52,0.46,0.64,0.67,0.51,0.43,0.5,0.29,0.62
mia.csv,0.55,0.19,0.53,0.5,0.07,0.28,0.89,0.71,0.42,0.21,0.45,0.69,0.19,0.0,0.25,0.48,0.29
net-snmp.csv,0.67,0.52,0.51,0.46,0.52,0.5,0.92,0.0,0.36,0.4,0.5,0.68,0.41,0.33,0.17,0.38,0.14
opde.csv,0.0,0.47,0.0,0.52,0.3,0.52,0.83,0.33,0.63,0.0,0.56,0.17,0.58,0.71,0.44,0.53,0.4
oppna-program-hsatools.csv,0.74,0.65,0.67,0.0,0.68,0.59,0.62,0.13,0.48,0.21,0.85,0.05,0.65,0.2,0.55,0.45,0.42
powerfolder-.csv,0.56,0.74,0.17,0.46,0.16,0.33,0.96,0.42,0.68,0.43,0.56,0.53,0.49,0.05,0.54,0.44,0.29
qlc.csv,0.0,0.6,0.0,0.5,0.42,0.57,0.86,0.0,0.73,0.27,0.31,0.42,0.42,0.53,0.6,0.0,0.51
quantlib.csv,0.0,0.07,0.17,0.0,0.0,0.21,0.0,0.0,0.07,0.0,0.09,0.32,0.05,0.0,0.0,0.09,0.68
tcl.csv,0.47,0.48,0.5,0.17,0.59,0.51,0.0,0.0,0.57,0.71,0.55,0.31,0.27,0.35,0.0,0.22,0.51
