,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,jaolt.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.0,0.51,0.93,0.0,0.33,0.49,0.55,0.0,0.0,0.36,0.84,0.8,0.45,0.73,0.8,0.0,0.0
codepurge.csv,0.36,0.32,0.43,0.43,0.33,0.43,0.54,0.3,0.94,0.33,0.61,0.41,0.39,0.63,0.46,0.47,0.81
fontforge.csv,0.41,0.3,0.41,0.37,0.33,0.36,0.36,0.46,0.41,0.37,0.43,0.41,0.37,0.41,0.37,0.42,0.36
gmerlin.csv,0.0,0.3,0.41,0.37,0.0,0.33,0.36,0.0,0.4,0.0,0.38,0.39,0.35,0.4,0.0,0.42,0.38
hatari.csv,0.44,0.44,0.64,0.43,0.39,0.47,0.44,0.28,0.42,0.34,0.48,0.43,0.49,0.59,0.4,0.66,0.69
jaolt.csv,0.36,0.4,0.5,0.33,0.93,0.63,0.48,0.29,0.39,0.5,0.45,0.38,0.46,0.62,0.74,0.36,0.51
jcl.csv,0.49,0.45,0.49,0.59,0.44,0.47,0.4,0.37,0.48,0.41,0.41,0.96,0.49,0.53,0.57,0.48,0.47
ltp.csv,0.96,0.4,0.47,0.5,0.49,0.41,0.43,0.31,0.56,0.65,0.56,0.74,0.46,0.45,0.48,0.96,0.51
mia.csv,0.5,0.8,0.47,0.41,0.97,0.82,0.67,0.32,0.54,0.34,0.52,0.79,0.92,0.83,0.57,0.62,0.71
net-snmp.csv,0.48,0.71,0.5,0.57,0.4,0.58,0.82,0.29,0.4,0.54,0.54,0.59,0.62,0.63,0.79,0.84,0.76
opde.csv,0.4,0.51,0.42,0.68,0.33,0.46,0.52,0.69,0.51,0.0,0.46,0.4,0.42,0.52,0.47,0.4,0.51
oppna-program-hsatools.csv,0.38,0.4,0.41,0.37,0.36,0.45,0.45,0.29,0.43,0.35,0.46,0.41,0.45,0.96,0.36,0.46,0.55
powerfolder-.csv,0.39,0.45,0.78,0.36,0.85,0.69,0.55,0.53,0.42,0.46,0.48,0.35,0.5,0.67,0.41,0.45,0.58
qlc.csv,0.0,0.3,0.0,0.45,0.39,0.45,0.46,0.0,0.44,0.73,0.75,0.42,0.53,0.55,0.56,0.0,0.51
quantlib.csv,0.4,0.9,0.75,0.0,0.33,0.97,0.0,0.29,0.82,0.37,0.92,0.96,0.86,0.0,0.37,0.38,0.65
tcl.csv,0.54,0.37,0.54,0.39,0.47,0.51,0.47,0.0,0.66,0.48,0.55,0.48,0.39,0.73,0.0,0.96,0.46
