,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
gauche.csv,0.0,0.0,0.33,1.0,0.0,0.585,0.0,0.0,1.0,0.0,0.585,0.0,0.0,1.0,0.0
desqiss.csv,0.0,0.0,0.5,1.0,1.0,0.25,0.0,0.5,1.0,1.0,0.0,0.0,0.5,1.0,1.0
bscweasel.csv,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
opentac2.csv,0.25,0.0,0.75,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.5,1.0,0.0
transdroid.csv,1.0,0.0,0.25,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.5,1.0,0.0
scmxx.csv,,,,,,,,,,,,,,,
macjlib.csv,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
coldstore.csv,0.25,0.33,0.0,1.0,0.0,0.0,0.33,0.0,1.0,0.0,0.0,0.33,0.125,1.0,0.0
dtemplatelib.csv,,,,,,,,,,,,,,,
persevere-framework.csv,0.67,0.0,0.0,1.0,0.0,0.67,0.0,0.0,1.0,0.0,0.67,0.0,0.0,1.0,0.0
easysok.csv,0.0,0.125,0.0,1.0,1.0,0.33,0.125,0.0,1.0,1.0,0.33,0.125,0.0,1.0,1.0
wockets.csv,,,,,,,,,,,,,,,
swingamesdk.csv,,,,,,,,,,,,,,,
krusader.csv,0.835,0.5,0.33,1.0,0.0,0.0,0.5,0.41500000000000004,1.0,0.0,0.0,0.5,0.0,1.0,0.0
cerber.csv,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,1.0,1.0
jforum.csv,,,,,,,,,,,,,,,
chiba.csv,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.75,1.0,1.0,0.0,0.0,1.0,1.0,1.0
lilith3d.csv,,,,,,,,,,,,,,,
mvccontrib.csv,0.25,0.0,0.25,1.0,0.0,0.25,0.0,0.25,1.0,0.0,0.25,0.0,0.25,1.0,0.0
aff4.csv,,,,,,,,,,,,,,,
omicron3d.csv,,,,,,,,,,,,,,,
ulti-swat.csv,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
itextsharp.csv,0.2,0.0,0.1,1.0,0.0,0.1,0.0,0.1,1.0,0.0,0.1,0.0,0.225,1.0,0.0
