,dxengine.csv,sblim.csv,piccolo2d.csv,jbpm.csv,log4net.csv,haggle.csv,e-bio-flow.csv,jgossipforum.csv,joustsim.csv,madman.csv,hannosset.csv,ngl.csv,jas.csv,wsmt.csv,nunit.csv
dxengine.csv,0.25,0.58,0.51,0.54,0.56,0.1,0.42,0.58,0.8,0.29,0.25,0.25,0.63,0.8,0.52
e-bio-flow.csv,0.2,0.55,0.34,0.56,0.5,0.12,0.29,0.06,0.03,0.94,0.84,0.04,0.16,0.27,0.3
haggle.csv,0.24,0.13,0.16,0.14,0.17,0.44,0.21,0.09,0.13,0.0,0.23,0.0,0.18,0.3,0.2
hannosset.csv,0.1,0.44,0.22,0.14,0.08,0.05,0.33,0.0,0.45,0.12,0.23,0.31,0.22,0.03,0.35
jas.csv,0.61,0.46,0.16,0.46,0.73,0.24,0.63,0.66,0.08,0.47,0.46,0.44,0.19,0.5,0.17
jbpm.csv,0.02,0.05,0.02,0.13,0.04,0.0,0.17,0.01,0.15,0.02,0.0,0.0,0.13,0.13,0.01
jgossipforum.csv,0.49,0.31,0.06,0.24,0.21,0.22,0.35,0.07,0.03,0.33,0.48,0.27,0.03,0.63,0.21
joustsim.csv,0.67,0.74,0.3,0.29,0.43,0.63,0.44,0.35,0.13,0.57,0.72,0.55,0.39,0.47,0.66
log4net.csv,0.16,0.08,0.28,0.21,0.11,0.2,0.44,0.01,0.3,0.33,0.62,0.25,0.13,0.7,0.36
madman.csv,0.16,0.74,0.33,0.47,0.47,0.15,0.4,0.49,0.68,0.27,0.23,0.26,0.68,0.67,0.41
ngl.csv,0.9,0.4,0.78,0.73,0.86,0.9,0.63,0.47,0.33,0.76,0.72,0.31,0.6,0.9,0.67
nunit.csv,0.76,0.26,0.33,0.68,0.28,0.73,0.58,0.33,0.23,0.67,0.59,0.58,0.48,0.47,0.23
piccolo2d.csv,0.12,0.26,0.27,0.27,0.13,0.17,0.31,0.0,0.28,0.27,0.55,0.14,0.05,0.6,0.16
sblim.csv,0.27,0.21,0.16,0.1,0.1,0.1,0.15,0.07,0.05,0.73,0.35,0.48,0.05,0.37,0.07
wsmt.csv,0.04,0.23,0.13,0.27,0.12,0.1,0.31,0.01,0.62,0.02,0.01,0.06,0.46,0.2,0.34
