,owfs.csv,utgb.csv,chipster.csv,sidekar.csv,jgnash.csv,jsr308-langtools.csv,continuum-ide.csv,azureus.csv,ctrlr.csv,jppf-project.csv,stemkit.csv,galaxium.csv,ingex.csv,itext.csv,octet.csv,lite.csv,bzbyte.csv,carabiner.csv,tigermud.csv,ta3d.csv
azureus.csv,0.21,0.39,0.4,0.88,0.25,1.0,0.4,0.98,0.33,0.94,0.05,0.45,0.27,0.43,0.11,0.38,1.0,0.13,0.67,0.75
bzbyte.csv,0.18,0.53,0.48,0.62,0.16,0.57,0.29,0.26,0.24,0.95,0.08,0.3,0.36,0.54,0.18,0.3,0.98,0.34,0.71,0.69
carabiner.csv,0.22,0.6,0.48,0.71,0.27,0.75,0.41,0.35,0.16,0.96,0.0,0.41,0.36,0.64,0.17,0.37,0.79,1.0,0.7,0.8
chipster.csv,0.16,0.62,0.97,0.79,0.23,0.7,0.36,0.27,0.25,0.9,0.09,0.39,0.44,0.59,0.08,0.39,0.8,0.22,0.5,0.62
continuum-ide.csv,0.5,0.67,0.72,0.9,0.33,0.71,1.0,0.6,0.33,0.93,0.0,0.17,0.0,0.57,0.25,0.43,0.89,0.67,1.0,0.0
ctrlr.csv,0.5,1.0,0.23,0.8,0.14,0.5,0.0,0.12,0.95,0.92,0.0,0.25,0.43,0.0,0.0,0.19,0.9,0.43,0.0,0.75
galaxium.csv,0.39,0.55,0.38,0.68,0.15,0.58,0.41,0.28,0.0,0.96,0.0,1.0,0.44,0.93,0.17,0.29,0.7,0.27,0.5,0.8
ingex.csv,0.12,1.0,0.46,0.67,0.19,0.73,0.67,0.32,0.31,1.0,0.11,0.62,0.93,0.5,0.33,0.5,0.62,0.3,0.33,0.8
itext.csv,0.21,0.62,0.54,0.81,0.24,0.9,0.46,0.4,0.13,0.94,0.12,0.43,0.4,1.0,0.17,0.56,0.8,0.75,0.61,0.76
jgnash.csv,0.0,0.25,0.47,0.62,1.0,0.75,0.25,0.12,0.12,0.91,0.19,0.47,0.41,0.56,0.17,0.43,0.86,0.5,0.25,0.81
jppf-project.csv,0.17,0.5,0.39,0.63,0.19,0.58,0.31,0.27,0.26,0.99,0.08,0.34,0.37,0.53,0.12,0.26,0.78,0.4,0.75,0.69
jsr308-langtools.csv,0.21,0.55,0.42,0.81,0.24,1.0,0.27,0.43,0.2,1.0,0.06,0.46,0.42,0.62,0.57,0.34,0.79,0.53,0.59,0.75
lite.csv,0.19,0.56,0.54,0.79,0.5,0.85,0.36,0.41,0.1,1.0,0.11,0.64,0.23,0.72,0.33,1.0,0.85,0.5,0.5,0.86
octet.csv,0.08,0.44,0.41,0.77,0.26,0.75,0.3,0.3,0.19,1.0,0.0,0.54,0.4,0.69,1.0,0.48,0.82,0.43,0.58,0.73
owfs.csv,1.0,0.71,0.51,0.91,0.22,0.89,0.47,0.45,0.17,1.0,0.4,0.72,0.58,1.0,0.25,0.43,0.71,0.75,0.44,0.83
sidekar.csv,0.28,0.55,0.49,1.0,0.21,0.76,0.32,0.36,0.15,0.94,0.07,0.39,0.46,0.65,0.19,0.28,0.74,0.49,0.68,0.7
stemkit.csv,0.33,1.0,0.78,1.0,0.33,1.0,0.67,0.22,0.0,0.0,0.86,0.33,0.8,0.5,0.0,1.0,0.8,0.0,0.33,0.55
ta3d.csv,0.17,0.49,0.38,0.62,0.13,0.61,0.29,0.27,0.22,0.93,0.06,0.25,0.35,0.63,0.17,0.22,0.77,0.28,0.68,0.97
tigermud.csv,0.0,0.5,0.35,0.7,0.34,0.67,0.28,0.2,0.27,0.91,0.11,0.18,0.31,0.37,0.08,0.32,0.79,0.3,1.0,1.0
utgb.csv,0.43,0.97,0.38,1.0,0.16,1.0,0.31,0.44,0.0,1.0,0.12,0.62,0.53,0.71,0.33,0.29,0.6,0.29,0.75,0.88
