,owfs.csv,utgb.csv,chipster.csv,sidekar.csv,jgnash.csv,jsr308-langtools.csv,continuum-ide.csv,azureus.csv,ctrlr.csv,jppf-project.csv,stemkit.csv,galaxium.csv,ingex.csv,itext.csv,octet.csv,lite.csv,bzbyte.csv,carabiner.csv,tigermud.csv,ta3d.csv
azureus.csv,0.34,0.26,0.32,0.51,0.32,0.6,0.48,0.99,0.15,0.64,0.07,0.35,0.15,0.25,0.12,0.46,0.3,0.15,0.27,0.28
bzbyte.csv,0.31,0.66,0.55,0.75,0.27,0.68,0.44,0.41,0.38,0.95,0.14,0.46,0.51,0.7,0.3,0.44,0.97,0.51,0.76,0.8
carabiner.csv,0.33,0.6,0.43,0.39,0.4,0.6,0.52,0.38,0.17,0.74,0.0,0.53,0.39,0.71,0.26,0.48,0.65,1.0,0.55,0.58
chipster.csv,0.24,0.52,0.97,0.64,0.32,0.6,0.41,0.36,0.27,0.57,0.14,0.47,0.48,0.67,0.11,0.42,0.49,0.2,0.44,0.46
continuum-ide.csv,0.42,0.2,0.31,0.24,0.18,0.27,1.0,0.18,0.08,0.25,0.0,0.05,0.0,0.33,0.18,0.27,0.24,0.29,0.11,0.0
ctrlr.csv,0.15,0.06,0.08,0.12,0.06,0.12,0.0,0.06,0.98,0.21,0.0,0.05,0.17,0.0,0.0,0.19,0.27,0.21,0.0,0.28
galaxium.csv,0.48,0.42,0.43,0.52,0.23,0.6,0.41,0.33,0.0,0.44,0.0,0.97,0.21,0.57,0.28,0.37,0.4,0.34,0.48,0.2
ingex.csv,0.2,0.21,0.15,0.36,0.2,0.39,0.2,0.27,0.44,0.04,0.13,0.23,0.93,0.11,0.2,0.4,0.15,0.19,0.1,0.2
itext.csv,0.33,0.56,0.53,0.53,0.34,0.75,0.62,0.51,0.16,0.69,0.18,0.54,0.49,0.97,0.28,0.58,0.55,0.53,0.48,0.63
jgnash.csv,0.0,0.09,0.19,0.21,0.96,0.18,0.21,0.05,0.11,0.49,0.27,0.31,0.45,0.47,0.15,0.27,0.46,0.21,0.05,0.51
jppf-project.csv,0.3,0.59,0.49,0.77,0.31,0.72,0.47,0.42,0.42,0.99,0.14,0.47,0.54,0.69,0.22,0.39,0.56,0.56,0.61,0.81
jsr308-langtools.csv,0.33,0.53,0.45,0.64,0.37,1.0,0.33,0.57,0.2,0.48,0.1,0.55,0.54,0.52,0.57,0.48,0.63,0.49,0.46,0.67
lite.csv,0.32,0.23,0.18,0.28,0.36,0.51,0.43,0.43,0.06,0.25,0.13,0.53,0.14,0.67,0.38,0.93,0.44,0.08,0.22,0.29
octet.csv,0.08,0.27,0.41,0.44,0.33,0.32,0.38,0.26,0.21,0.45,0.0,0.46,0.12,0.7,0.92,0.56,0.26,0.21,0.41,0.35
owfs.csv,0.95,0.58,0.39,0.48,0.25,0.67,0.47,0.4,0.07,0.18,0.36,0.49,0.53,0.38,0.27,0.41,0.28,0.23,0.18,0.24
sidekar.csv,0.39,0.64,0.53,0.98,0.33,0.84,0.46,0.51,0.17,0.79,0.1,0.51,0.5,0.68,0.3,0.39,0.55,0.63,0.57,0.51
stemkit.csv,0.14,0.16,0.19,0.03,0.07,0.29,0.2,0.06,0.0,0.0,0.92,0.1,0.55,0.15,0.0,0.24,0.13,0.0,0.05,0.26
ta3d.csv,0.28,0.58,0.51,0.71,0.22,0.67,0.38,0.42,0.31,0.89,0.1,0.34,0.45,0.77,0.28,0.33,0.8,0.41,0.67,0.97
tigermud.csv,0.0,0.41,0.44,0.45,0.39,0.5,0.39,0.29,0.33,0.7,0.17,0.24,0.22,0.33,0.13,0.45,0.68,0.43,0.87,0.25
utgb.csv,0.33,0.99,0.43,0.29,0.22,0.46,0.3,0.22,0.0,0.1,0.14,0.23,0.39,0.24,0.42,0.39,0.31,0.32,0.15,0.33
