,owfs.csv,utgb.csv,chipster.csv,sidekar.csv,jgnash.csv,jsr308-langtools.csv,continuum-ide.csv,azureus.csv,ctrlr.csv,jppf-project.csv,stemkit.csv,galaxium.csv,ingex.csv,itext.csv,octet.csv,lite.csv,bzbyte.csv,carabiner.csv,tigermud.csv,ta3d.csv
azureus.csv,0.64,0.23,0.31,0.41,0.48,0.49,0.6,1.0,0.12,0.51,0.2,0.33,0.12,0.21,0.17,0.61,0.22,0.21,0.2,0.2
bzbyte.csv,0.17,0.34,0.62,0.13,0.52,0.0,0.0,0.27,0.0,0.73,0.0,0.33,0.3,0.13,0.73,0.57,0.96,0.57,0.7,0.24
carabiner.csv,0.61,0.59,0.43,0.31,0.74,0.54,0.67,0.45,0.22,0.62,0.0,0.7,0.44,0.71,0.58,0.65,0.54,1.0,0.49,0.5
chipster.csv,0.46,0.49,0.97,0.56,0.58,0.55,0.5,0.53,0.33,0.43,0.37,0.58,0.54,0.64,0.17,0.51,0.39,0.21,0.38,0.39
continuum-ide.csv,0.41,0.13,0.24,0.17,0.15,0.2,1.0,0.13,0.06,0.17,0.0,0.04,0.0,0.28,0.17,0.24,0.17,0.21,0.07,0.0
ctrlr.csv,0.11,0.04,0.06,0.07,0.05,0.09,0.0,0.05,1.0,0.15,0.0,0.04,0.12,0.0,0.0,0.23,0.19,0.17,0.0,0.2
galaxium.csv,0.67,0.38,0.48,0.45,0.52,0.52,0.45,0.42,0.0,0.32,0.0,0.95,0.17,0.46,0.66,0.53,0.31,0.45,0.39,0.13
ingex.csv,0.42,0.13,0.11,0.29,0.24,0.31,0.15,0.27,0.64,0.02,0.2,0.17,0.94,0.07,0.17,0.38,0.11,0.17,0.07,0.13
itext.csv,0.64,0.53,0.55,0.44,0.61,0.67,0.8,0.69,0.22,0.55,0.37,0.71,0.59,0.95,0.66,0.64,0.45,0.46,0.43,0.55
jgnash.csv,0.0,0.07,0.15,0.14,0.93,0.12,0.21,0.05,0.12,0.37,0.54,0.27,0.53,0.44,0.17,0.24,0.36,0.17,0.04,0.42
jppf-project.csv,0.0,0.46,0.53,0.21,0.67,0.0,0.13,0.17,0.0,0.97,0.0,0.65,0.0,0.0,0.09,0.43,0.47,0.73,0.54,0.0
jsr308-langtools.csv,0.64,0.51,0.49,0.57,0.72,1.0,0.43,0.77,0.22,0.37,0.36,0.69,0.64,0.48,0.62,0.69,0.54,0.49,0.4,0.59
lite.csv,0.41,0.17,0.13,0.2,0.33,0.42,0.54,0.49,0.06,0.17,0.2,0.51,0.12,0.64,0.48,0.89,0.34,0.06,0.17,0.2
octet.csv,0.11,0.23,0.44,0.35,0.48,0.24,0.51,0.27,0.27,0.34,0.0,0.45,0.09,0.69,0.88,0.68,0.19,0.17,0.34,0.27
owfs.csv,0.93,0.53,0.36,0.38,0.32,0.58,0.51,0.41,0.06,0.12,0.38,0.42,0.52,0.28,0.33,0.44,0.21,0.17,0.13,0.17
sidekar.csv,0.64,0.58,0.58,0.98,0.71,0.82,0.59,0.74,0.22,0.63,0.2,0.7,0.56,0.68,0.68,0.58,0.45,0.82,0.51,0.43
stemkit.csv,0.11,0.11,0.13,0.02,0.05,0.2,0.15,0.05,0.0,0.0,1.0,0.07,0.46,0.11,0.0,0.16,0.09,0.0,0.04,0.2
ta3d.csv,0.53,0.42,0.41,0.4,0.44,0.57,0.52,0.4,0.48,0.58,0.45,0.48,0.53,0.73,0.71,0.35,0.53,0.29,0.61,0.96
tigermud.csv,0.0,0.37,0.47,0.37,0.49,0.44,0.5,0.42,0.45,0.52,0.37,0.36,0.2,0.31,0.4,0.65,0.58,0.45,0.81,0.17
utgb.csv,0.31,0.99,0.48,0.2,0.4,0.35,0.33,0.17,0.0,0.06,0.2,0.17,0.35,0.18,0.61,0.57,0.24,0.39,0.11,0.24
