,owfs.csv,utgb.csv,chipster.csv,sidekar.csv,jgnash.csv,jsr308-langtools.csv,continuum-ide.csv,azureus.csv,ctrlr.csv,jppf-project.csv,stemkit.csv,galaxium.csv,ingex.csv,itext.csv,octet.csv,lite.csv,bzbyte.csv,carabiner.csv,tigermud.csv,ta3d.csv
azureus.csv,0.47,0.72,0.71,0.58,0.7,0.62,0.4,0.67,0.83,0.48,0.73,0.82,0.91,0.86,0.78,0.46,0.9,0.73,0.56,0.75
bzbyte.csv,0.41,0.37,0.39,0.45,0.4,0.46,0.33,0.41,0.46,0.34,0.36,0.35,0.38,0.43,0.4,0.39,0.38,0.41,0.41,0.42
carabiner.csv,0.47,0.43,0.56,0.67,0.47,0.55,0.38,0.64,0.92,0.4,0.94,0.42,0.58,0.38,0.46,0.41,0.44,0.64,0.39,0.5
chipster.csv,0.77,0.58,0.55,0.53,0.58,0.52,0.41,0.54,0.79,0.55,0.86,0.55,0.56,0.45,0.75,0.72,0.56,0.83,0.54,0.48
continuum-ide.csv,0.88,0.83,0.94,0.9,0.89,0.86,0.59,0.9,0.67,0.93,0.83,0.83,0.75,0.86,0.75,0.86,0.89,0.83,0.5,0.0
ctrlr.csv,0.5,0.0,0.92,0.8,0.86,0.75,0.0,0.94,0.95,0.92,0.89,0.75,0.86,0.0,0.0,0.75,0.9,0.86,0.0,0.88
galaxium.csv,0.44,0.91,0.61,0.72,0.71,0.52,0.47,0.68,0.67,0.7,0.0,0.64,0.89,0.53,0.76,0.61,0.65,0.65,0.72,0.8
ingex.csv,0.62,0.75,0.92,0.96,0.96,0.91,0.67,0.98,0.56,0.5,0.89,0.88,0.55,0.75,0.67,0.9,0.88,0.9,0.83,0.8
itext.csv,0.37,0.41,0.46,0.55,0.52,0.38,0.31,0.46,0.63,0.42,0.81,0.46,0.35,0.47,0.59,0.5,0.43,0.67,0.39,0.32
jgnash.csv,0.86,0.88,0.94,0.92,0.96,0.75,0.83,0.94,0.94,0.53,0.94,0.94,0.54,0.6,0.83,0.86,0.57,0.83,0.75,0.62
jppf-project.csv,0.4,0.36,0.41,0.46,0.42,0.44,0.33,0.39,0.45,0.35,0.36,0.43,0.34,0.42,0.46,0.43,0.62,0.4,0.46,0.41
jsr308-langtools.csv,0.34,0.33,0.48,0.45,0.39,0.37,0.38,0.41,0.65,0.62,0.54,0.44,0.33,0.5,0.86,0.31,0.37,0.58,0.41,0.32
lite.csv,0.42,0.89,0.92,0.86,0.93,0.69,0.44,0.7,0.9,0.92,0.89,0.68,0.92,0.45,0.67,0.69,0.55,0.5,0.6,0.86
octet.csv,0.92,0.81,0.64,0.65,0.86,0.88,0.37,0.86,0.92,0.7,0.5,0.73,0.8,0.37,0.83,0.48,0.91,0.86,0.84,0.82
owfs.csv,0.9,0.46,0.71,0.57,0.78,0.39,0.53,0.64,0.83,0.89,0.8,0.89,0.5,0.75,0.88,0.57,0.79,0.75,0.78,0.83
sidekar.csv,0.52,0.37,0.44,0.5,0.44,0.41,0.33,0.41,0.85,0.39,0.87,0.41,0.51,0.41,0.5,0.44,0.53,0.46,0.44,0.55
stemkit.csv,0.67,0.67,0.89,0.0,0.67,0.8,0.67,0.89,0.86,0.0,0.86,0.83,0.73,0.83,0.67,0.5,0.8,0.5,0.67,0.91
ta3d.csv,0.36,0.37,0.41,0.48,0.4,0.44,0.43,0.4,0.49,0.34,0.42,0.44,0.39,0.42,0.58,0.43,0.41,0.43,0.47,0.4
tigermud.csv,0.5,0.62,0.46,0.83,0.94,0.67,0.38,0.49,0.61,0.46,0.94,0.49,0.94,0.78,0.53,0.42,0.42,0.43,0.52,0.8
utgb.csv,0.86,0.53,0.57,0.91,0.82,0.56,0.56,0.94,0.0,0.8,0.88,0.88,0.71,0.86,0.92,0.55,0.95,0.71,0.75,0.75
