,owfs.csv,utgb.csv,chipster.csv,sidekar.csv,jgnash.csv,jsr308-langtools.csv,continuum-ide.csv,azureus.csv,ctrlr.csv,jppf-project.csv,stemkit.csv,galaxium.csv,ingex.csv,itext.csv,octet.csv,lite.csv,bzbyte.csv,carabiner.csv,tigermud.csv,ta3d.csv
azureus.csv,0.91,0.2,0.27,0.36,0.44,0.43,0.59,1.0,0.1,0.49,0.17,0.29,0.1,0.18,0.14,0.6,0.18,0.18,0.17,0.17
bzbyte.csv,1.0,0.89,0.65,0.95,0.88,0.87,0.94,0.95,0.9,0.95,1.0,0.97,0.9,1.0,1.0,0.87,0.96,0.95,0.83,0.94
carabiner.csv,0.64,0.6,0.39,0.27,0.76,0.5,0.71,0.41,0.19,0.6,0.0,0.74,0.41,0.79,0.57,0.67,0.54,1.0,0.46,0.46
chipster.csv,0.45,0.46,0.97,0.53,0.56,0.53,0.47,0.55,0.29,0.41,0.33,0.57,0.52,0.76,0.14,0.47,0.35,0.18,0.4,0.37
continuum-ide.csv,0.36,0.11,0.2,0.14,0.12,0.17,1.0,0.11,0.05,0.14,0.0,0.03,0.0,0.24,0.14,0.2,0.14,0.18,0.06,0.0
ctrlr.csv,0.09,0.03,0.05,0.06,0.04,0.07,0.0,0.04,1.0,0.12,0.0,0.03,0.1,0.0,0.0,0.2,0.16,0.14,0.0,0.17
galaxium.csv,0.64,0.34,0.48,0.42,0.52,0.63,0.41,0.39,0.0,0.28,0.0,0.94,0.14,0.41,0.71,0.53,0.28,0.45,0.46,0.11
ingex.csv,0.45,0.11,0.09,0.25,0.2,0.27,0.12,0.23,0.76,0.02,0.17,0.14,0.93,0.06,0.14,0.33,0.09,0.14,0.06,0.11
itext.csv,0.73,0.51,0.52,0.39,0.6,0.63,0.94,0.7,0.19,0.54,0.33,0.74,0.66,0.94,0.71,0.6,0.42,0.41,0.4,0.54
jgnash.csv,0.0,0.06,0.12,0.12,0.92,0.1,0.18,0.04,0.1,0.34,0.5,0.23,0.52,0.41,0.14,0.2,0.32,0.14,0.03,0.37
jppf-project.csv,1.0,0.71,0.64,0.97,0.8,0.93,1.0,1.0,1.0,1.0,1.0,0.77,1.0,1.0,1.0,0.8,0.44,0.91,0.51,1.0
jsr308-langtools.csv,0.73,0.51,0.47,0.53,0.76,1.0,0.41,0.82,0.19,0.32,0.33,0.69,0.76,0.44,0.57,0.8,0.53,0.45,0.37,0.6
lite.csv,1.0,0.14,0.11,0.17,0.28,0.37,0.53,0.45,0.05,0.14,0.17,0.46,0.1,0.62,0.43,0.87,0.3,0.05,0.14,0.17
octet.csv,0.09,0.2,0.41,0.31,0.44,0.2,0.53,0.23,0.24,0.29,0.0,0.4,0.07,0.71,0.86,0.67,0.16,0.14,0.31,0.23
owfs.csv,0.91,0.49,0.32,0.33,0.28,0.53,0.47,0.36,0.05,0.1,0.33,0.37,0.48,0.24,0.29,0.4,0.18,0.14,0.11,0.14
sidekar.csv,0.64,0.77,0.58,0.97,0.8,0.93,0.76,0.86,0.19,0.68,0.17,0.77,0.55,0.71,0.71,0.67,0.44,0.91,0.49,0.4
stemkit.csv,0.09,0.09,0.11,0.02,0.04,0.17,0.12,0.04,0.0,0.0,1.0,0.06,0.41,0.09,0.0,0.13,0.07,0.0,0.03,0.17
ta3d.csv,0.73,0.71,0.77,0.83,0.72,0.73,0.59,0.95,0.52,0.86,0.5,0.57,0.62,0.97,0.86,0.67,0.82,0.82,0.66,0.97
tigermud.csv,0.0,0.34,0.59,0.33,0.44,0.4,0.65,0.55,0.43,0.57,0.33,0.37,0.17,0.29,0.43,0.8,0.6,0.82,0.77,0.14
utgb.csv,0.27,1.0,0.5,0.17,0.36,0.3,0.29,0.14,0.0,0.05,0.17,0.14,0.31,0.15,0.57,0.6,0.21,0.36,0.09,0.2
