,moviesandbox.csv,libtorrent.csv,sigil.csv,xbg.csv,xtreemfs.csv,crux-framework.csv
crux-framework.csv,0.24,0.35,0.32,0.0,0.34,0.35
libtorrent.csv,0.71,0.86,0.79,0.24,0.91,0.05
moviesandbox.csv,0.71,0.43,0.83,0.15,0.85,0.05
sigil.csv,0.74,0.7,0.82,0.25,0.9,0.06
xbg.csv,0.18,0.34,0.21,0.45,0.06,0.0
xtreemfs.csv,0.75,0.65,0.86,0.24,0.9,0.08
