,moviesandbox.csv,libtorrent.csv,sigil.csv,xbg.csv,xtreemfs.csv,crux-framework.csv
crux-framework.csv,0.16,0.22,0.21,0.0,0.21,1.0
libtorrent.csv,0.93,0.79,0.96,0.75,0.98,1.0
moviesandbox.csv,0.75,0.28,0.88,0.38,0.78,0.67
sigil.csv,0.82,0.56,0.81,0.5,0.9,1.0
xbg.csv,0.11,0.22,0.15,0.88,0.03,0.0
xtreemfs.csv,0.91,0.49,0.9,0.38,0.85,1.0
