,campsoft.csv,paintown.csv,triplea.csv,fbmanager.csv,sqlpower-library.csv,sevenupdate.csv,freenet.csv,qlc.csv,officefloor.csv,botsnscouts.csv,google-caja.csv,yarp0.csv,kindb.csv,repositorium.csv,poormans.csv,illumination.csv,hibernate.csv,geogebra.csv
botsnscouts.csv,0.03,0.61,0.61,0.72,0.81,0.56,0.76,0.27,0.09,0.73,0.83,0.38,0.8,0.18,0.49,0.36,0.48,0.53
fbmanager.csv,0.0,0.39,0.31,0.75,0.68,0.58,0.09,0.33,0.0,0.58,0.41,0.26,0.0,0.0,0.51,0.0,0.0,0.0
freenet.csv,0.0,0.43,0.7,0.53,0.8,0.87,0.77,0.1,0.05,0.66,0.84,0.35,0.41,0.25,0.37,0.29,0.44,0.41
geogebra.csv,0.0,0.58,0.59,0.64,0.78,0.69,0.73,0.28,0.08,0.6,0.4,0.39,0.81,0.21,0.43,0.29,0.43,0.53
google-caja.csv,0.02,0.66,0.71,0.68,0.73,0.69,0.72,0.28,0.06,0.76,0.86,0.49,0.87,0.27,0.53,0.36,0.49,0.44
hibernate.csv,0.03,0.58,0.68,0.56,0.74,0.53,0.62,0.32,0.07,0.58,0.75,0.33,0.69,0.4,0.45,0.26,0.49,0.46
illumination.csv,0.02,0.59,0.67,0.69,0.8,0.93,0.22,0.18,0.0,0.68,0.49,0.48,0.0,0.0,0.35,0.7,0.0,0.0
kindb.csv,0.02,0.64,0.49,0.47,0.51,0.31,0.64,0.32,0.06,0.52,0.53,0.46,0.87,0.25,0.36,0.21,0.45,0.31
officefloor.csv,0.04,0.47,0.17,0.24,0.51,0.37,0.49,0.25,0.12,0.6,0.42,0.36,0.42,0.31,0.51,0.09,0.44,0.41
paintown.csv,0.02,0.72,0.67,0.73,0.81,0.84,0.74,0.27,0.06,0.61,0.79,0.54,0.82,0.25,0.28,0.31,0.41,0.36
poormans.csv,0.06,0.18,0.61,0.11,0.67,0.39,0.6,0.0,0.13,0.78,0.46,0.3,0.0,0.17,0.58,0.27,0.33,0.49
qlc.csv,0.0,0.57,0.64,0.59,0.58,0.45,0.71,0.35,0.1,0.52,0.62,0.45,0.79,0.27,0.59,0.21,0.46,0.48
repositorium.csv,0.0,0.39,0.3,0.43,0.35,0.61,0.53,0.15,0.03,0.0,0.36,0.52,0.0,0.44,0.19,0.33,0.14,0.16
sevenupdate.csv,0.02,0.66,0.75,0.68,0.84,0.85,0.75,0.25,0.05,0.56,0.8,0.46,0.82,0.2,0.35,0.26,0.44,0.34
sqlpower-library.csv,0.04,0.63,0.69,0.66,0.78,0.94,0.76,0.25,0.07,0.67,0.83,0.48,0.29,0.19,0.4,0.35,0.45,0.43
triplea.csv,0.02,0.62,0.72,0.62,0.79,0.48,0.75,0.31,0.08,0.61,0.82,0.34,0.82,0.15,0.39,0.38,0.43,0.45
yarp0.csv,0.03,0.61,0.66,0.68,0.72,0.88,0.75,0.28,0.07,0.57,0.78,0.56,0.68,0.2,0.36,0.46,0.41,0.33
