,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.29,0.14,0.42,0.97,0.39
ingex.csv,0.42,0.23,0.9,0.5,0.5
jgnash.csv,0.58,1.0,0.39,0.41,0.8
openefm.csv,1.0,0.14,0.57,0.37,0.43
synecdoche.csv,0.33,0.22,0.5,0.29,1.0
