,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.42,0.23,0.54,0.95,0.47
ingex.csv,0.22,0.31,0.93,0.31,0.36
jgnash.csv,0.49,0.98,0.35,0.32,0.24
openefm.csv,0.97,0.18,0.64,0.41,0.47
synecdoche.csv,0.4,0.35,0.51,0.3,0.96
