,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.87,0.61,0.6,0.02,0.63
ingex.csv,0.1,0.28,0.06,0.14,0.19
jgnash.csv,0.15,0.0,0.28,0.24,0.02
openefm.csv,0.0,0.3,0.32,0.48,0.47
synecdoche.csv,0.52,0.51,0.3,0.48,0.0
