,openefm.csv,jgnash.csv,ingex.csv,ambulant.csv,synecdoche.csv
ambulant.csv,0.91,0.73,0.65,0.07,0.75
ingex.csv,0.85,0.59,0.07,0.79,0.75
jgnash.csv,0.59,0.04,0.74,0.77,0.86
openefm.csv,0.06,0.78,0.42,0.72,0.67
synecdoche.csv,0.71,0.53,0.57,0.84,0.07
