,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,bdbbasic.csv,pgui.csv,google-gears.csv,bibletime.csv,crux-framework.csv
aufs.csv,0.22,0.79,0.48,0.37,0.11,0.96,0.19,0.25,0.3,0.31,0.92
bdbbasic.csv,0.59,0.68,0.63,0.53,0.36,0.7,0.91,0.59,0.49,0.45,0.66
bibletime.csv,0.55,0.42,0.6,0.51,0.64,0.63,0.29,0.13,0.54,1.0,0.45
crux-framework.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
etherboot.csv,0.61,0.63,0.35,0.32,0.93,0.27,0.56,0.62,0.51,0.38,0.89
gnukeda.csv,0.59,0.65,0.56,0.96,0.52,0.63,0.59,0.64,0.51,0.65,0.54
google-gears.csv,0.48,0.71,0.42,0.64,0.59,0.56,0.65,0.27,0.99,0.73,0.68
jnode.csv,0.0,0.11,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
openmeetings.csv,0.39,1.0,0.48,0.25,0.36,0.66,0.25,0.53,0.28,0.41,0.37
pgui.csv,0.42,0.59,0.22,0.4,0.31,0.45,0.25,0.93,0.46,0.41,0.67
wxcrp.csv,0.95,0.59,0.56,0.36,0.21,0.62,0.25,0.58,0.28,0.24,0.59
