,wxcrp.csv,openmeetings.csv,jnode.csv,gnukeda.csv,etherboot.csv,aufs.csv,bdbbasic.csv,pgui.csv,google-gears.csv,bibletime.csv,crux-framework.csv
aufs.csv,0.82,0.26,0.62,0.69,0.93,0.05,0.84,0.8,0.76,0.81,0.3
bdbbasic.csv,0.57,0.39,0.5,0.57,0.72,0.48,0.11,0.74,0.59,0.66,0.52
bibletime.csv,0.79,0.87,0.73,0.64,0.68,0.62,0.92,0.97,0.62,0.0,0.86
crux-framework.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
etherboot.csv,0.67,0.68,0.73,0.75,0.09,0.84,0.71,0.71,0.66,0.81,0.39
gnukeda.csv,0.67,0.62,0.7,0.05,0.8,0.49,0.57,0.67,0.57,0.46,0.77
google-gears.csv,0.84,0.44,0.69,0.68,0.74,0.78,0.7,0.94,0.03,0.58,0.44
jnode.csv,1.0,0.91,0.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
openmeetings.csv,0.67,0.0,0.61,0.8,0.72,0.51,0.79,0.54,0.77,0.65,0.7
pgui.csv,0.72,0.5,0.84,0.73,0.8,0.64,0.79,0.09,0.7,0.75,0.46
wxcrp.csv,0.06,0.56,0.78,0.7,0.84,0.47,0.81,0.55,0.78,0.8,0.7
