,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
acdk.csv,0.87,0.91,0.19,1.0,0.77,0.84,0.5,0.14,0.01,0.5,0.13,0.64,0.99,0.57,0.71,0.78,0.73
amygdala.csv,0.75,0.86,0.2,0.71,0.93,0.74,0.42,0.11,0.01,0.0,0.17,1.0,0.32,0.72,0.57,0.74,0.79
awemud.csv,1.0,0.65,0.29,0.25,0.79,0.76,0.4,0.21,0.0,0.0,0.17,0.51,0.35,0.71,0.49,0.78,0.47
bullet.csv,0.74,0.7,0.24,0.42,0.84,0.97,0.36,0.29,0.0,0.2,0.16,0.57,0.31,0.6,0.38,0.61,0.41
customwars.csv,1.0,0.54,0.0,0.39,0.84,0.7,0.8,0.16,0.03,1.0,1.0,1.0,0.58,0.66,0.65,0.88,0.39
dvd-create.csv,0.76,0.72,0.22,0.52,1.0,0.84,0.38,0.2,0.01,0.31,0.15,0.61,0.26,0.63,0.51,0.59,0.49
gbif-indexingtoolkit.csv,0.84,0.53,0.5,0.36,0.74,0.76,0.43,1.0,0.0,1.0,0.24,0.18,0.38,0.75,0.73,0.78,0.41
go.csv,0.78,1.0,0.21,0.16,0.89,0.82,0.38,0.19,0.0,0.18,0.16,0.56,0.36,0.7,0.48,0.72,0.51
growl-for-windows.csv,0.84,0.7,0.17,0.22,0.82,0.76,0.39,0.23,0.01,1.0,0.23,0.55,0.33,0.69,0.62,1.0,0.45
kwave.csv,0.77,0.71,1.0,0.33,0.87,0.76,0.38,0.24,0.0,0.75,0.14,0.52,0.24,0.8,0.25,0.6,0.33
libarchive.csv,0.84,0.81,0.25,0.65,0.85,0.8,0.45,0.19,0.01,0.0,0.18,0.55,0.54,0.65,0.54,0.69,1.0
linux-ntfs.csv,0.74,0.68,0.23,0.8,0.9,0.82,0.38,0.32,0.01,0.2,0.21,0.43,0.45,0.75,1.0,0.58,0.6
lsb.csv,0.78,0.69,0.24,1.0,0.89,0.82,0.45,0.19,0.0,0.5,0.16,0.59,0.39,0.59,0.48,0.66,0.6
mpgravity.csv,0.73,0.66,0.19,0.24,0.74,0.78,0.48,0.23,0.0,1.0,0.16,0.48,0.41,0.65,0.5,0.7,0.52
qcad2.csv,0.8,0.63,0.3,0.26,0.79,0.74,1.0,0.2,0.0,0.21,0.15,0.28,0.4,0.6,0.48,0.77,0.43
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roller.csv,0.69,0.84,0.29,0.22,0.87,0.88,0.4,0.19,0.0,0.32,0.17,0.62,0.35,1.0,0.44,0.56,0.6
