,fbmanager.csv,scen-connect.csv,wxlua.csv,officefloor.csv,stuproa-cims.csv,tart.csv,ontopia.csv,jgossipforum.csv,powerfolder.csv,madman.csv,power-architect.csv,hannosset.csv,bzbyte.csv,mediaportal.csv,poormans.csv,fleet-simulator.csv,ninject.csv,jruby.csv,hydrate.csv,uface.csv
bzbyte.csv,0.43,0.37,0.0,0.0,0.35,0.5,0.0,0.4,0.38,0.4,0.0,0.37,0.42,0.0,0.45,0.34,0.38,0.0,0.0,0.42
fbmanager.csv,0.43,0.5,0.0,0.0,0.54,0.75,0.92,0.43,0.75,0.67,0.65,0.91,0.61,0.0,0.77,0.82,0.47,0.79,0.88,0.66
fleet-simulator.csv,0.41,0.61,0.48,0.44,0.38,0.37,0.33,0.5,0.34,0.42,0.34,0.37,0.34,0.34,0.38,0.29,0.45,0.4,0.38,0.42
hannosset.csv,0.89,0.91,0.93,0.98,0.91,0.83,0.64,0.89,0.95,0.89,0.8,0.82,0.93,0.94,0.96,0.74,0.6,0.96,0.7,0.52
hydrate.csv,0.92,0.9,0.56,0.46,0.44,0.94,0.41,0.55,0.38,0.91,0.37,0.83,0.43,0.35,0.47,0.48,0.7,0.54,0.39,0.64
jgossipforum.csv,0.42,0.73,0.9,0.81,0.59,0.4,0.41,0.94,0.71,0.4,0.61,0.39,0.41,0.54,0.75,0.41,0.5,0.55,0.86,0.92
jruby.csv,0.83,0.49,0.96,0.63,0.38,0.95,0.38,0.71,0.39,0.71,0.36,0.93,0.67,0.69,0.93,0.41,0.46,0.57,0.44,0.4
madman.csv,0.47,0.46,0.67,0.66,0.85,0.4,0.69,0.73,0.74,0.45,0.67,0.46,0.9,0.92,0.9,0.68,0.49,0.66,0.75,0.56
mediaportal.csv,0.5,0.67,0.92,0.62,0.83,0.9,0.88,0.0,0.88,0.86,0.79,0.93,0.89,0.54,0.79,0.88,0.5,0.67,0.42,0.65
ninject.csv,0.81,0.57,0.39,0.59,0.46,0.57,0.5,0.77,0.38,0.92,0.61,0.8,0.55,0.63,0.96,0.81,0.73,0.65,0.41,0.62
officefloor.csv,0.82,0.5,0.83,0.53,0.96,0.58,0.64,0.5,0.34,0.5,0.5,0.4,0.91,0.46,0.5,0.43,0.86,0.56,0.59,0.76
ontopia.csv,0.4,0.38,0.48,0.5,0.94,0.4,0.44,0.96,0.94,0.37,0.39,0.37,0.39,0.52,0.71,0.47,0.5,0.76,0.43,0.85
poormans.csv,0.83,0.8,0.77,0.42,0.91,0.83,0.87,0.94,0.62,0.81,0.44,0.95,0.59,0.34,0.49,0.88,0.75,0.47,0.33,0.86
power-architect.csv,0.43,0.4,0.5,0.51,0.37,0.35,0.39,0.58,0.36,0.42,0.48,0.37,0.36,0.39,0.49,0.41,0.53,0.47,0.37,0.46
powerfolder.csv,0.41,0.89,0.61,0.92,0.49,0.37,0.54,0.78,0.94,0.43,0.8,0.32,0.48,0.68,0.68,0.5,0.6,0.58,0.83,0.72
stuproa-cims.csv,0.5,0.73,0.0,0.66,0.72,0.8,0.81,0.97,0.92,0.8,0.58,0.5,0.5,0.62,0.93,0.0,0.54,0.66,0.37,0.45
tart.csv,0.52,0.0,0.44,0.72,0.91,0.8,0.94,0.52,0.94,0.69,0.54,0.5,0.42,0.64,0.59,0.58,0.74,0.79,0.6,0.95
uface.csv,0.37,0.42,0.48,0.44,0.4,0.36,0.44,0.45,0.34,0.37,0.33,0.36,0.34,0.33,0.4,0.5,0.38,0.45,0.34,0.37
wxlua.csv,0.44,0.76,0.56,0.99,0.5,0.43,0.62,0.68,0.85,0.58,0.86,0.4,0.43,0.85,0.66,0.93,0.41,0.85,0.67,0.97
