,fbmanager.csv,scen-connect.csv,wxlua.csv,officefloor.csv,stuproa-cims.csv,tart.csv,ontopia.csv,jgossipforum.csv,powerfolder.csv,madman.csv,power-architect.csv,hannosset.csv,bzbyte.csv,mediaportal.csv,poormans.csv,fleet-simulator.csv,ninject.csv,jruby.csv,hydrate.csv,uface.csv
bzbyte.csv,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8,1.0,0.0,1.0,0.75,0.0,1.0,1.0,1.0,0.0,0.03,1.0
fbmanager.csv,0.71,0.0,0.01,0.0,0.6,0.0,0.09,1.0,0.6,0.25,0.2,0.17,0.26,0.0,0.35,0.2,0.8,0.13,0.24,0.34
fleet-simulator.csv,0.76,1.0,0.68,0.95,0.85,0.8,0.93,0.8,0.8,1.0,0.96,1.0,0.77,0.95,1.0,0.96,0.6,0.67,0.94,0.93
hannosset.csv,0.15,0.0,0.15,0.11,0.04,0.0,0.39,0.0,0.2,0.5,0.07,1.0,0.21,0.0,0.03,0.33,0.4,0.17,0.27,0.66
hydrate.csv,0.21,1.0,0.68,0.63,0.44,0.0,0.63,0.8,0.8,0.12,0.7,0.0,0.6,0.89,0.56,0.5,0.6,0.31,0.76,0.35
jgossipforum.csv,0.56,1.0,0.1,0.26,0.35,0.6,0.66,1.0,0.4,0.75,0.2,0.0,0.6,0.55,0.41,0.54,0.0,0.26,0.18,0.08
jruby.csv,0.09,0.0,0.25,0.5,0.64,0.0,0.75,0.4,0.2,0.38,0.65,0.67,0.05,0.32,0.26,0.69,0.8,0.73,0.76,0.75
madman.csv,0.38,1.0,0.03,0.5,0.44,0.6,0.33,0.2,0.6,1.0,0.06,0.33,0.3,0.28,0.18,0.33,0.6,0.63,0.12,0.59
mediaportal.csv,0.06,0.0,0.14,0.45,0.09,0.2,0.08,0.0,0.4,0.38,0.22,0.5,0.16,0.58,0.38,0.15,0.2,0.2,0.64,0.31
ninject.csv,0.41,1.0,0.56,0.37,0.58,0.2,0.42,0.2,0.6,0.25,0.35,0.0,0.49,0.47,0.24,0.24,1.0,0.21,0.42,0.43
officefloor.csv,0.24,0.0,0.07,0.66,0.27,0.4,0.3,0.0,0.6,0.5,0.43,0.83,0.16,0.58,0.71,0.43,0.2,0.37,0.39,0.24
ontopia.csv,0.53,1.0,0.77,0.61,0.15,0.8,0.79,0.6,0.2,1.0,0.63,0.67,0.74,0.61,0.47,0.57,0.0,0.17,0.61,0.21
poormans.csv,0.29,1.0,0.3,0.71,0.16,0.0,0.14,0.2,0.8,0.12,0.33,0.33,0.25,0.93,0.76,0.15,0.6,0.31,0.94,0.19
power-architect.csv,0.97,1.0,1.0,0.82,0.69,1.0,0.71,0.4,0.8,1.0,0.74,1.0,0.91,0.83,0.76,0.8,0.6,0.94,1.0,0.81
powerfolder.csv,0.59,0.0,0.2,0.29,0.42,0.6,0.36,0.2,1.0,0.88,0.22,0.5,0.37,0.36,0.38,0.43,0.2,0.68,0.15,0.3
stuproa-cims.csv,0.06,1.0,0.01,0.55,0.62,0.0,0.16,0.2,0.2,0.25,0.24,0.17,0.04,0.44,0.18,0.0,0.8,0.19,0.67,0.78
tart.csv,0.47,0.0,0.47,0.42,0.42,0.8,0.14,0.8,0.0,0.5,0.35,0.17,0.65,0.48,0.62,0.35,0.4,0.19,0.42,0.09
uface.csv,0.88,1.0,0.85,1.0,0.62,0.8,0.53,1.0,1.0,1.0,0.89,1.0,0.93,0.94,1.0,0.37,1.0,0.82,0.97,0.94
wxlua.csv,0.71,1.0,0.89,0.0,0.02,0.8,0.42,0.6,1.0,0.75,0.33,0.67,0.65,0.28,0.5,0.13,1.0,0.24,0.33,0.17
