,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.67,0.77,0.5,0.61,0.68,0.25,0.66,0.59,0.27,0.46,0.63,0.65,0.67,0.7,0.85,0.71,0.68
dynalloy.csv,0.49,0.47,0.75,0.52,0.0,0.0,0.73,0.37,0.63,0.58,0.45,0.49,0.58,0.54,0.45,0.61,0.64
enzo.csv,0.09,0.53,0.59,0.13,0.54,0.25,0.61,0.67,0.37,0.61,0.61,0.82,0.33,0.58,0.21,0.65,0.36
hydrogen.csv,0.31,0.0,0.0,0.0,0.0,0.06,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.39
jcae.csv,0.0,0.35,0.14,0.96,0.0,0.3,0.32,0.49,0.0,0.11,0.3,0.01,0.41,0.69,0.8,0.2,0.0
kmatplot.csv,0.0,0.86,0.37,0.68,0.0,0.64,0.25,0.55,0.25,0.0,0.09,0.0,0.66,0.47,0.09,0.16,0.55
lphant.csv,0.71,0.7,0.63,0.49,0.6,0.13,0.66,0.63,0.27,0.47,0.64,0.52,0.69,0.75,0.84,0.64,0.68
natpad.csv,0.29,0.71,0.44,0.41,0.27,0.52,0.48,0.64,0.48,0.38,0.55,0.42,0.27,0.21,0.71,0.57,0.73
nosleepsoftware.csv,0.55,0.09,0.0,0.0,0.71,0.0,0.07,0.0,0.04,0.0,0.0,0.11,0.06,0.17,0.21,0.25,0.09
ossbuild.csv,0.1,0.54,0.68,0.61,0.07,0.19,0.7,0.66,0.76,0.63,0.45,0.2,0.59,0.54,0.72,0.25,0.39
quarkplayer.csv,0.29,0.42,0.18,0.36,0.0,0.57,0.16,0.14,0.44,0.73,0.22,0.45,0.17,0.21,0.0,0.13,0.33
quickfast.csv,0.67,0.45,0.4,0.58,0.79,0.13,0.28,0.74,0.42,0.51,0.52,0.0,0.51,0.24,0.78,0.77,0.57
rezilla.csv,0.38,0.59,0.17,0.64,0.68,0.79,0.22,0.63,0.34,0.3,0.64,0.1,0.32,0.48,0.3,0.67,0.41
rhex.csv,0.81,0.43,0.2,0.36,0.65,0.06,0.23,0.55,0.07,0.11,0.36,0.52,0.06,0.29,0.48,0.51,0.34
rocrail.csv,0.67,0.66,0.54,0.49,0.66,0.13,0.67,0.75,0.21,0.48,0.64,0.37,0.49,0.79,0.81,0.52,0.68
virtuoso.csv,0.47,0.6,0.05,0.13,0.0,0.09,0.24,0.37,0.0,0.41,0.48,0.0,0.24,0.36,0.17,0.25,0.0
yield.csv,0.56,0.76,0.38,0.0,0.62,0.25,0.75,0.78,0.32,0.66,0.69,0.61,0.67,0.69,0.81,0.64,0.69
