,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.24,0.37,0.37,0.13,0.41,0.8,0.77,0.3,0.06,0.06,0.27,0.93,0.74,0.67,0.4,0.68,0.53
dynalloy.csv,0.12,0.19,0.62,0.1,0.0,0.32,0.61,0.14,0.15,0.08,0.18,0.8,0.43,0.44,0.3,0.65,0.45
enzo.csv,0.13,0.2,0.39,0.1,0.3,0.33,0.52,0.18,0.08,0.07,0.25,0.93,0.42,0.47,0.22,0.67,0.39
hydrogen.csv,0.12,0.19,0.36,0.1,0.25,1.0,0.47,0.39,0.13,0.07,0.23,0.8,0.4,0.45,0.22,0.73,0.47
jcae.csv,0.0,0.3,0.27,0.38,0.0,0.36,0.94,0.54,0.0,0.05,0.73,1.0,1.0,0.62,0.39,0.67,0.0
kmatplot.csv,0.0,0.43,0.39,0.14,0.25,0.38,0.72,0.4,0.08,0.0,0.22,0.0,0.47,0.49,0.22,0.75,0.65
lphant.csv,0.2,0.39,0.41,0.12,0.31,0.67,0.55,0.23,0.05,0.07,0.27,0.94,0.65,0.62,0.38,0.78,0.62
natpad.csv,0.12,0.33,0.35,0.07,0.12,0.33,0.45,0.26,0.11,0.05,0.25,0.75,0.62,0.44,0.3,0.62,0.57
nosleepsoftware.csv,0.4,1.0,0.0,0.0,0.58,0.0,0.5,0.0,1.0,0.0,0.0,0.9,0.5,0.4,0.21,1.0,0.25
ossbuild.csv,0.07,0.18,0.47,0.38,0.05,0.27,0.6,0.18,0.33,0.08,0.42,0.89,0.43,0.48,0.33,0.77,0.56
quarkplayer.csv,0.15,0.2,0.89,0.09,0.0,0.33,0.53,0.06,0.1,0.15,0.11,0.78,0.27,0.53,0.0,0.36,0.32
quickfast.csv,0.17,0.28,0.32,0.12,0.41,0.5,0.71,0.28,0.09,0.06,0.43,0.8,0.44,0.43,0.33,0.82,0.42
rezilla.csv,0.09,0.2,0.14,0.12,0.33,0.62,0.33,0.23,0.08,0.04,0.27,0.8,0.24,0.4,0.23,0.66,0.31
rhex.csv,0.3,0.38,0.36,0.08,0.5,0.5,0.71,0.4,0.06,0.03,0.19,0.92,1.0,0.46,0.29,0.76,0.52
rocrail.csv,0.23,0.26,0.38,0.09,0.35,0.5,0.61,0.32,0.04,0.08,0.3,0.94,0.41,0.65,0.51,0.7,0.56
virtuoso.csv,0.12,0.21,0.37,0.1,0.25,0.33,0.48,0.14,0.0,0.07,0.58,0.8,0.39,0.44,0.22,0.83,0.0
yield.csv,0.14,0.28,0.39,0.1,0.29,0.57,0.79,0.23,0.07,0.09,0.3,0.82,0.49,0.56,0.34,0.65,0.53
