,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.44,0.41,0.39,0.29,0.33,0.8,0.42,0.47,0.32,0.37,0.32,0.32,0.42,0.39,0.32,0.32,0.32
dynalloy.csv,0.6,0.43,0.65,0.46,0.68,0.36,0.54,0.55,0.66,0.52,0.62,0.46,0.38,0.52,0.77,0.54,0.52
enzo.csv,0.4,0.4,0.36,0.29,0.41,0.83,0.46,0.49,0.35,0.41,0.34,0.34,0.35,0.42,0.42,0.33,0.44
hydrogen.csv,0.43,0.36,0.39,0.3,0.43,0.0,0.45,0.5,0.42,0.4,0.39,0.43,0.35,0.38,0.42,0.59,0.59
jcae.csv,0.67,0.67,0.91,0.62,0.75,0.71,0.83,0.77,0.0,0.95,0.93,0.0,0.88,0.42,0.35,0.92,0.0
kmatplot.csv,0.86,0.47,0.59,0.41,0.43,0.4,0.83,0.75,0.56,0.86,0.4,0.0,0.36,0.51,0.43,0.88,0.44
lphant.csv,0.41,0.49,0.36,0.28,0.34,0.67,0.39,0.51,0.34,0.43,0.32,0.39,0.39,0.38,0.33,0.35,0.34
natpad.csv,0.77,0.57,0.45,0.4,0.56,0.39,0.58,0.67,0.4,0.53,0.36,0.57,0.88,0.94,0.46,0.4,0.38
nosleepsoftware.csv,0.93,0.5,0.5,0.0,0.58,0.0,0.88,0.0,0.0,0.8,0.0,0.9,0.5,0.93,0.79,0.9,0.92
ossbuild.csv,0.93,0.46,0.54,0.92,0.85,0.91,0.49,0.61,0.99,0.6,0.93,0.95,0.4,0.4,0.47,0.92,0.81
quarkplayer.csv,0.95,0.7,0.89,0.73,0.88,0.49,0.93,0.97,0.59,0.93,0.77,0.69,0.91,0.93,0.9,0.93,0.71
quickfast.csv,0.43,0.67,0.52,0.31,0.5,0.75,0.86,0.53,0.39,0.46,0.55,0.42,0.38,0.39,0.34,0.34,0.43
rezilla.csv,0.47,0.43,0.51,0.37,0.49,0.54,0.89,0.56,0.48,0.55,0.4,0.9,0.5,0.58,0.43,0.39,0.56
rhex.csv,0.48,0.66,0.96,0.55,0.45,0.5,0.94,0.6,0.91,0.57,0.41,0.44,0.0,0.83,0.4,0.45,0.64
rocrail.csv,0.46,0.46,0.38,0.35,0.39,0.75,0.43,0.49,0.37,0.48,0.34,0.69,0.35,0.39,0.43,0.48,0.35
virtuoso.csv,0.47,0.46,0.39,0.3,0.43,0.36,0.47,0.53,0.0,0.44,0.81,0.43,0.37,0.42,0.43,0.92,0.0
yield.csv,0.43,0.42,0.42,0.3,0.37,0.86,0.48,0.54,0.36,0.41,0.32,0.38,0.37,0.36,0.33,0.37,0.34
