,rhex.csv,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,rezilla.csv,yield.csv,hydrogen.csv,ossbuild.csv,quarkplayer.csv,virtuoso.csv,enzo.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv,natpad.csv
autowikibrowser.csv,0.35,0.5,0.42,0.23,0.51,0.33,0.7,0.39,0.09,0.11,0.39,0.74,0.68,0.69,0.56,0.75,0.61
dynalloy.csv,0.19,0.3,0.68,0.16,0.0,0.49,0.7,0.24,0.25,0.14,0.27,0.79,0.56,0.51,0.35,0.65,0.57
enzo.csv,0.23,0.32,0.52,0.19,0.46,0.26,0.62,0.29,0.13,0.13,0.38,0.89,0.59,0.59,0.37,0.79,0.54
hydrogen.csv,0.21,0.31,0.53,0.19,0.41,0.1,0.63,0.5,0.23,0.12,0.38,0.89,0.57,0.62,0.35,0.46,0.4
jcae.csv,0.0,0.31,0.16,0.55,0.0,0.3,0.42,0.48,0.0,0.07,0.39,0.02,0.53,0.66,0.54,0.27,0.0
kmatplot.csv,0.0,0.58,0.35,0.23,0.41,0.55,0.32,0.44,0.12,0.0,0.36,0.0,0.59,0.47,0.36,0.22,0.57
lphant.csv,0.32,0.5,0.56,0.21,0.42,0.18,0.67,0.34,0.09,0.12,0.4,0.63,0.67,0.7,0.55,0.69,0.64
natpad.csv,0.16,0.46,0.49,0.12,0.17,0.46,0.47,0.36,0.18,0.09,0.39,0.66,0.33,0.26,0.43,0.62,0.65
nosleepsoftware.csv,0.44,0.13,0.0,0.0,0.63,0.0,0.11,0.0,0.06,0.0,0.0,0.16,0.08,0.2,0.2,0.35,0.11
ossbuild.csv,0.08,0.29,0.57,0.45,0.06,0.2,0.67,0.29,0.46,0.14,0.41,0.28,0.53,0.61,0.47,0.33,0.43
quarkplayer.csv,0.19,0.27,0.26,0.14,0.0,0.45,0.21,0.08,0.16,0.25,0.14,0.56,0.18,0.27,0.0,0.16,0.31
quickfast.csv,0.28,0.33,0.35,0.21,0.56,0.17,0.36,0.41,0.15,0.11,0.45,0.89,0.6,0.58,0.48,0.79,0.55
rezilla.csv,0.16,0.32,0.14,0.21,0.49,0.7,0.24,0.34,0.13,0.06,0.42,0.14,0.29,0.46,0.37,0.72,0.36
rhex.csv,0.44,0.38,0.23,0.12,0.56,0.1,0.3,0.44,0.06,0.04,0.24,0.62,0.09,0.32,0.35,0.58,0.38
rocrail.csv,0.34,0.38,0.51,0.16,0.47,0.17,0.65,0.45,0.07,0.13,0.41,0.48,0.56,0.73,0.63,0.57,0.62
virtuoso.csv,0.21,0.33,0.54,0.19,0.41,0.49,0.63,0.24,0.0,0.13,0.49,0.89,0.55,0.58,0.36,0.34,0.0
yield.csv,0.23,0.43,0.55,0.19,0.41,0.31,0.76,0.36,0.11,0.16,0.44,0.8,0.6,0.64,0.51,0.75,0.61
